id,lon,lat,name,osm_id,voltage
1,-0.903170155218,41.2979961833,None,170188811,None
2,-0.903732728171,41.2981043577,None,170188812,None
3,1.22508755464,41.1353830518,None,169723926,220000
4,1.16353573907,41.1153762876,None,169723928,220000
5,2.02844287513,41.3253520887,Subestació de Viladecans,165580300,220000
6,1.1345000039,41.3958390024,None,169641331,None
7,0.828236946994,41.5305829031,Subestació de Juneda,179492338,220000
8,0.49352935064,41.5001679443,Subestació de Torres de Segre,169703140,220000
9,0.622081515238,41.5775256732,Subestació d'Albatàrrec,169703141,220000
10,1.2913817381,41.2833944012,None,169680270,220000
11,-6.28769395186,42.9391098027,None,104026138,None
12,-6.5674432351,42.6060628973,Compostilla,68456877,None
13,-6.51295664131,42.6700477759,Subestación de Santa Marina,194699929,220000
14,-6.46976707383,42.8428044925,Las Ondinas,104025895,220000
15,-5.8385007814,43.0268947016,None,194699926,220000
16,-0.854006986265,41.5973312025,SET Monte Torrero,60342307,220000
17,-1.0137623866,41.5052048105,Subestación de María de Huerva,170156685,220000
18,-1.37994298591,41.8468286341,Subestación de Magallón,49025600,400000
19,-0.842560496201,41.5898222283,Cartujos,170162276,None
20,-0.846844614724,41.7421839934,Villanueva de Gallego,143207686,220000;132000
21,-0.741922347926,41.7219887995,Subestación de Peñaflor,143207685,400000;220000;132000
22,-0.336921861896,41.2958244095,Central Termoeléctrica del Ebro Escatrón-Los Fayos,127787664,None
23,-0.678994885117,41.5430616094,Subestacion de El Espartal,170267594,220000
24,-0.789345754617,41.5702322052,None,170162234,220000
25,-3.82571630494,43.3462004883,Subestación de Penagos,56137765,220000
26,-3.84608017192,43.4408555361,None,377631631,None
27,-4.16010567495,42.8795302541,Subestacion de Mataporquera,194360413,220000;132000;66000
28,-4.01994899942,43.1195370764,None,51822825,None
29,-4.07824913877,43.3569201136,None,291666290,None
30,-3.82692477832,43.3959694614,Subestación del Astillero,44716497,220000;66000
31,-2.49046922934,42.4579482285,Subestación de Logroño,47908906,220000;66000
32,-2.25233841745,42.4176175385,Subestación d'Arrúbal,88760627,220000;66000
