id,n1_id,n2_id,length,voltage
1,1,2,320.54024349,220000
2,3,4,59728.7115729,220000
3,3,5,37698.09535,220000
4,3,6,81105.1034252,220000
5,3,7,118367.075248,220000
6,3,8,133013.808624,220000
7,3,9,108047.179735,220000
8,10,11,38663.4394913,220000
9,10,12,74290.2850091,220000
10,10,13,55333.5977858,220000
11,14,15,35878.882638,220000
12,16,17,46737.6328061,220000
13,16,18,109864.803202,220000
14,16,19,146811.967231,220000
15,20,19,8275.67141243,220000
16,20,21,24477.6330175,220000
17,20,12,45555.5295813,220000
18,22,23,30996.8635453,220000
19,22,24,39294.9895398,220000
20,25,26,24435.9170707,220000
21,13,15,47187.4012237,220000
22,27,7,165.713633666,220000
23,24,28,51437.0416149,220000
24,24,29,5431.07920235,220000
25,24,2,32867.2911422,220000
26,24,30,72255.1876329,220000
27,21,18,27444.5477231,220000
28,31,23,72221.5064125,220000
29,32,33,5397.33670686,220000
30,34,35,88335.1420635,220000
31,34,15,43065.3890203,220000
32,18,33,80002.135457,220000
33,19,15,62836.1819278,220000
34,36,11,135.575490044,220000
35,37,30,157.50541865,220000
36,38,33,2839.26579945,380000
37,38,39,50034.9532571,380000
38,38,40,73345.3683514,380000
39,38,41,132561.021927,380000
40,38,18,154355.607187,380000
41,38,42,93263.5349761,380000
42,38,43,36117.508996,380000
43,38,16,66683.9422683,380000
44,38,44,95927.9336349,380000
45,3,45,50241.9777813,380000
46,3,46,51652.7459352,380000
47,3,47,35187.8613309,380000
48,48,46,1017.62094486,380000
49,42,35,49216.3003855,380000
50,49,50,196.274292996,380000
51,49,29,61432.6165505,380000
52,49,13,63565.4908629,380000
53,51,15,46764.8634918,380000
54,9,45,30415.110686,380000
55,4,52,160.951590256,380000
56,53,54,2192.49708936,380000
57,52,46,81713.3512959,380000
58,52,54,45967.4521014,380000
59,55,29,17626.987973,380000
60,22,29,44134.092082,380000
61,22,30,111324.391936,380000
62,22,46,50053.4275836,380000
63,22,56,17129.376513,380000
64,21,30,7594.12142033,380000
65,54,57,933.159482987,380000
66,34,35,88421.8633815,380000
67,34,15,43396.1799081,380000
