l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km
1,27752534,270181521,220000,3-6,line,,,"ОАО ""МОЭСК""",14067.0,,,,
2,27752534,129537797,220000,3-6,line,,,"ОАО ""МОЭСК""",11433.0,,,,
3,27752534,136285897,220000,3-6,line,,,"ОАО ""МОЭСК""",16703.0,,,,
4,333818284,333824929,220000,3,line,,Смоленская ГРЭС - Компрессорная,,7436.0,,,,
5,333818284,251284718,220000,3-6,line,,-Смоленская ГРЭС - Талашкино,,117962.0,,,,
6,333818284,333847149,220000,3-6,line,,-Смоленская ГРЭС - Талашкино-отпайка на ПС Литейная,,84507.0,,,,
7,59369730,84014590,220000,3-6,line,,,,52607.0,,,,
8,59369730,330249043,220000,3-6,line,,,,26561.0,,,,
9,59369730,34230041,220000,3-6,line,,-Железногорская - Новобрянская,,116572.0,,,,
10,59369730,289290681,220000,3-6,line,,,,91197.0,,,,
11,157898255,167299750,220000,3-6,line,,,ФСК ЕЭС,60635.0,,,,
12,157898255,398296063,220000,3-6,line,,,,15795.0,,,,
13,49397277,80875857,220000,3,line,,,,54028.0,,,,
14,127707680,48993861,220000,3-6,line,,,Калугаэнерго,64632.0,,,,
15,378531419,175580221,220000,6,line,,Омега – Радищево I- II,,3761.0,,,,
16,378531419,90307679,220000,3-6,line,,-Омега – Радищево I- II,,55244.0,,,,
17,330911451,202053031,220000,3-6,line,,-Борок - Галич,,4044.0,,,,
18,170328107,313392385,220000,3-6,line,,-Каширская ГРЭС - Химическая-Каширская ГРЭС - Новомосковская ГРЭС,ФСК ЕЭС,104424.0,,,,
19,170328107,131244320,220000,3-6,line,,-Новомосковская ГРЭС - Михайловская-Новомосковская ГРЭС - Химическая,,72117.0,,,,
20,170328107,326280400,220000,3-6,line,,-Щекинская ГРЭС - Северная №1-Тула - Металлургическая-Северная - Химическая,,41480.0,,,,
21,170328107,158143768,220000,3,line,,Щекинская ГРЭС - Северная №1-Тула - Металлургическая-Северная - Химическая,,44713.0,,,,
22,170328107,168562526,220000,3-6,line,,-Щекинская ГРЭС - Северная №1-Северная - Химическая,,5763.0,,,,
23,131113006,198759356,220000,3,line,,,,50988.0,,,,
24,131113006,90307679,220000,3-6,line,,,,77275.0,,,,
25,192756278,131244320,220000,3-6,line,,-Михайловская - Осетр,,10148.0,,,,
26,134158391,79434617,220000,3,line,,,,241.0,,,,
27,324892217,394340868,220000-330000,3-6,line,50,Губкин - Старый Оскол-Нововоронежская АЭС - Губкин-Нововоронежская АЭС - Губкин,"ОАО ""ФСК ЕЭС""",113575.0,,,,
28,131236410,127501910,220000,3-6,line,,,,27703.0,,,,
29,131236410,280827000,220000,3-6,line,,,,77692.0,,,,
30,131236410,237740453,220000,3-6,line,,,,29913.0,,,,
31,131236410,285152648,220000,3-6,line,,,,34015.0,,,,
32,131236410,326150724,220000,3,line,,,,85262.0,,,,
33,131236410,285152654,220000,3-6,line,,,,35536.0,,,,
34,131236410,115559593,220000,3,line,,,,29672.0,,,,
35,326736345,104528603,220000,3,line,,,,41783.0,,,,
36,326736345,34620162,220000,3,line,,,,33298.0,,,,
37,32571462,99366209,220000,3-6,line,,,"ФСК ЕЭС-ОАО ""МОЭСК""",35689.0,,,,
38,32571462,131964717,220000,3-6,line,,,"ФСК ЕЭС-ОАО ""МОЭСК""",46751.0,,,,
39,32571462,32787095,220000,3-6,line,,,"ФСК ЕЭС-ОАО ""МОЭСК""",29633.0,,,,
