l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km
1,27051494,27051487,230000,3,line,60,,,310.0,,,,
2,173111639,86068025,230000,3,line,60,,,32440.0,,,,
3,173111639,173111642,230000,3,line,60,,,35783.0,,,,
4,173111639,173549244,230000,3,line,60,,,19525.0,,,,
5,173111642,27051487,230000,3,line,60,,,53546.0,,,,
6,76964352,146967433,345000-161000,3-6,line,60,,,16413.0,,,,
7,76964352,170046938,345000-161000,3-6,line,60,,,23555.0,,,,
8,170024065,45814368,345000-161000,3-6,line,60,-345kV transmission line,,13931.0,,,,
9,170024065,146967433,345000-161000,3-6,line,60,,,2098.0,,,,
10,166180101,237823311,345000,3,line,60,,,113.0,,,,
11,165674887,170046937,345000,3-6,line,60,,,26447.0,,,,
12,165674887,170057261,345000-161000,3-6,line,60,,,58962.0,,,,
13,165674887,165469706,345000,3,line,60,,,15564.0,,,,
14,165674887,170046938,345000-161000,3-6,line,60,,,21205.0,,,,
15,104336398,104334522,345000,3,line,60,Quad Cities - Sub 91 345kV,,21932.0,,,,
16,104336398,104356586,345000,,line,,,,21651.0,,,,
17,170017168,170148552,345000,3,line,60,-Raun - Lehigh 345kV,Mid-American Energy,105869.0,,,,
18,170017168,27052403,345000,3-6,line,60,,,78200.0,,,,
19,104394647,104475587,345000,,line,,Arnold - Tiffin 345kV transmission line,,51705.0,,,,
20,104394647,104394692,345000,,line,,345kV transmission line,,20330.0,,,,
21,170057261,158706990,345000-161000,3-6,line,60,,,127238.0,,,,
22,170057261,237823311,345000-161000,3-6,line,60,,,114757.0,,,,
23,158706990,170046938,345000,3,line,60,,,14384.0,,,,
24,27052403,27051487,345000,,line,,,,37761.0,,,,
25,27052403,166560624,345000-161000,3-6,line,60,,,3375.0,,,,
26,104334522,75701627,345000,3,line,60,,,8021.0,,,,
27,104480315,104475587,345000,,line,,Arnold - Hazleton 345kV transmission line,,60854.0,,,,
28,104480315,104535667,345000,,line,,Adams - Hazelton 345 kV transmission line,,53097.0,,,,
29,106016830,237823311,345000-161000,3-6,line,60,,,14155.0,,,,
30,104394692,170772177,345000,,line,,345kV transmission line,,26254.0,,,,
31,104394692,170674897,345000,3,line,60,,,27199.0,,,,
32,104394692,45814368,345000,,line,,345kV transmission line,,91809.0,,,,
33,170148552,170148553,345000-161000,3-6,line,60,,,23340.0,,,,
34,170148552,170046937,345000,3,line,60,,,74137.0,,,,
35,170772175,170674897,345000,3,line,60,,,41252.0,,,,
36,170772175,170772177,345000,3,line,60,,,38490.0,,,,
37,170772175,389629673,345000,3,line,60,,,216.0,,,,
38,170046937,36896369,345000,3-6,line,60,-345kV transmission line,,12245.0,,,,
39,45814368,36896369,345000-161000,3-6,line,60,-Bondurant - Sycamore 345kV transmission line,,15091.0,,,,
40,170772177,104356586,345000,,line,,345kV transmission line,,44808.0,,,,
41,75701627,170491114,345000-161000,3-6,line,60,,,80388.0,,,,
42,166180092,237823311,345000,3,line,60,,,90.0,,,,
