geom;voltage;typ;lat;lon;v_id
112;6.77252314401924;51.1471055233119;substation;"220000;110000";010100002031BF0D00A480D2A7F301274199B3A4168F5B5941
113;6.97265818443158;50.7956761020439;substation;"380000;220000;110000";010100002031BF0D0035D3628401B02741548DB29DE31E5941
114;7.13689471769255;50.6428608849405;substation;"380000;110000";010100002031BF0D00D13BBDF8D63E28413E9A2E5CA6045941
115;6.45655251893853;50.8713380734833;substation;"380000;110000";010100002031BF0D00F725024728EF2541C06C5899E92B5941
116;7.86394571439194;50.7682419302039;substation;"380000;220000;110000";010100002031BF0D00917677DD24B72A41FB02C8152C1A5941
117;6.32165053130004;50.8384088395888;plant;;010100002031BF0D00207A13D6D57925418D1755EF3D265941
118;6.16740843160638;50.8020948745466;substation;"380000;110000";010100002031BF0D005EF44088B1F32441BA3A8A3EFE1F5941
119;6.70220345482137;51.0088609349138;substation;"380000;220000";010100002031BF0D0067B666C0CBC42641E80B3B51A3435941
120;6.61240236819431;51.0359242961049;substation;"380000;220000;110000";010100002031BF0D005DC97287B27626412575B3B150485941
121;6.96568445966487;51.0693295406357;substation;"380000;220000;110000";010100002031BF0D007036E7E4F0A9274104DF629F174E5941
122;7.23319688909308;51.2325069074323;substation;"380000;110000";010100002031BF0D00ECE0C89697922841DBAEC6405F6A5941
123;6.30090126366431;50.8289532360211;substation;"380000;110000";010100002031BF0D00B9238C3DCA672541FD90AE479D245941
124;7.44948530305951;50.4025276923845;substation;"380000;220000;110000";010100002031BF0D0001493BD2B14E294142BE0E268EDB5841
125;6.62582794436992;51.260609838751;substation;"220000;110000";010100002031BF0D006094F0955F822641716BC9AC406F5941
126;7.12308198261157;51.1715887959352;substation;"380000;110000";010100002031BF0D0099D7E6B7D3322841B1179C86CD5F5941
127;6.80109337218585;51.1225390893163;substation;"380000;220000";010100002031BF0D0071E78680CC1A2741CCB3388A4D575941
128;7.00877917051357;51.1742549445955;substation;"380000;110000";010100002031BF0D00AB83E9746BCF27418805C1DE43605941
129;6.84265069037124;50.8635385173748;substation;"380000;110000";010100002031BF0D009155F3C7F03E2741B6F4FDAA912A5941
130;6.80461159113864;50.9662453041699;substation;"220000;110000";010100002031BF0D00FF4874CBDB1D2741237B0445473C5941
131;7.71862724482037;51.5342075253387;substation;"380000;110000";010100002031BF0D001FC91C4FC3382A416CD5B09CEC9E5941
132;7.93077012209125;51.6729710114195;substation;380000;010100002031BF0D00F43E4B9542F12A4146DC084336B75941
133;6.22183149094702;51.6946456455863;substation;"220000;110000";010100002031BF0D00B0200C3A062325410FDAE72A03BB5941
134;7.00674991840299;51.5999114356605;generator;;010100002031BF0D00173A83AAA7CD2741DE6125466AAA5941
135;6.66790553761492;50.9935747547444;generator;;010100002031BF0D000EE2BDB2F7A626411DECFE4FFF405941
136;7.26408347971959;51.5735734400302;substation;"220000;110000";010100002031BF0D0080DCE82574AD2841BCAA7892CEA55941
137;7.27894715347152;51.4722816997024;substation;"220000;110000";010100002031BF0D0031FD9A6161BA2841B6C426FC1B945941
138;7.18667757416348;51.5505890861964;generator;;010100002031BF0D0055767B93226A284136A629A4C9A15941
139;7.35135789785079;51.5683686345539;generator;;010100002031BF0D008888EDD55AF9284110997786E5A45941
140;7.17937918293452;51.4722019618656;substation;"220000;110000";010100002031BF0D00354272ABC96328415516236C18945941
141;6.93488872133436;51.033522366054;substation;"220000;110000";010100002031BF0D00881DF58F288F2741564A6B65E6475941
142;6.82813597480523;51.1626762638491;substation;"220000;110000";010100002031BF0D007523543D51322741F6E9E3F7415E5941
143;7.50597335246997;51.401592579328;substation;"220000;110000";010100002031BF0D00249A5443D27F29414496C526C8875941
144;7.03761992937395;51.5985496345954;substation;"220000;110000";010100002031BF0D0096A3AB8880E827410373CF422DAA5941
145;6.84699935555237;51.2055917675691;substation;"220000;110000";010100002031BF0D00D242A4F6B84227411D9CA35AB3655941
146;7.19316581458292;50.7983350844101;substation;"220000;110000";010100002031BF0D003BE7801CC76F28415308B9B0581F5941
147;7.04738454562441;50.9055286430507;substation;"220000;110000";010100002031BF0D009E52A184FEF02741FA9C35F4CD315941
148;6.70967376432849;51.090940740551;substation;"220000;110000";010100002031BF0D00DEDE04EF4ACB26415A6D45F8D4515941
149;7.01293745682734;50.6176585087541;substation;"220000;110000";010100002031BF0D00F875D94009D32741A3EF72A554005941
150;6.33006863059067;51.2429161811958;substation;"380000;220000;110000";010100002031BF0D00368A850828812541E6B994F22D6C5941
151;7.0235445515269;50.9990684211965;substation;220000;010100002031BF0D00163D5BCE42DC27417FC6163CF2415941
152;7.72438409063489;51.4093341491518;substation;"220000;110000";010100002031BF0D0073DFDF01C53D2A41C85BDD8621895941
153;6.84223119628968;50.8598647273121;substation;"380000;220000";010100002031BF0D005070A462933E274120AF03B0EF295941
154;8.36422958832611;51.9271205112378;substation;"380000;220000;110000";010100002031BF0D001647AB8E3B6A2C41B8EEACA7E3E35941
155;6.48812326066423;50.8810703279012;substation;380000;010100002031BF0D00F2B6B8279D0A2641AB40E4D5962D5941
156;8.05408740677995;53.332302708936;substation;"380000;220000;110000";010100002031BF0D00F9E95ED1815C2B4187D478C297DF5A41
157;8.47791063608626;53.428485495717;substation;"380000;220000";010100002031BF0D003E0AD76319CD2C41333333331FF15A41
158;8.05283756803222;53.3338809660191;substation;"220000;110000";010100002031BF0D00615A168E6B5B2B41C2A2E24FE1DF5A41
159;6.85153117750092;50.9841704943357;substation;"220000;110000";010100002031BF0D007F7575ECA9462741A6DC36895F3F5941
160;6.59601984709512;50.9525274662191;substation;"380000;110000";010100002031BF0D001B0D2B2473682641DF95162BE9395941
161;7.33861261905923;51.6319781599433;substation;"380000;110000";010100002031BF0D001346613D45EE284122B89E7E07B05941
162;7.7083185190139;51.6762033258373;substation;"380000;220000;110000";010100002031BF0D001A3B502FCC2F2A4149C81752C7B75941
163;7.61702105012869;51.6371337810622;generator;;010100002031BF0D009FDA2FCF65E02941561BA9A9EEB05941
164;7.52228012599778;51.5321980611413;substation;"220000;110000";010100002031BF0D00E07F55C9008E29416E775AB6929E5941
165;6.90660784108641;51.5652424548867;substation;"380000;110000";010100002031BF0D004816CE2290762741778CF68F59A45941
166;6.96734395630657;51.490861901735;substation;220000;010100002031BF0D00C226E05C62AB27418656B0495A975941
167;6.87287367577891;51.4457833914382;substation;"220000;110000";010100002031BF0D00ABF78298395927412F2F2F6D7C8F5941
168;6.86805535610906;51.3745129680843;substation;"220000;110000";010100002031BF0D002C4097D908552741ABF3868110835941
169;6.72376717933502;51.3556543954881;substation;"220000;110000";010100002031BF0D00E7165FAD8CD72641A561A5E8C77F5941
170;10.7346694127787;51.4401867815019;substation;220000;010100002031BF0D00D837D0EEE13B3241514C128A828E5941
171;6.78752263278065;51.5055501391206;substation;"220000;110000";010100002031BF0D00E68B5F20FF0E2741DF6E76E8EA995941
172;6.62284324444971;51.2587133994989;substation;380000;010100002031BF0D0013233D13C77F26413DEC6956EC6E5941
173;6.81216589807283;51.5196200390464;substation;"220000;110000";010100002031BF0D00C6D68DAD6D2427413D71B115609C5941
174;6.72031004220211;51.391532581128;substation;220000;010100002031BF0D00647FD6FB8AD42641F9CD606E07865941
175;6.54240843928532;51.2994458346854;substation;"220000;110000";010100002031BF0D00CA77EC26D339264199EE988800765941
176;6.67467535942029;51.324957491388;substation;"220000;110000";010100002031BF0D00B23DA8ECDAAC2641D3AD5F5F707A5941
177;13.078642146735;54.2848461827889;substation;"220000;110000";010100002031BF0D00BCF9B6C8233736416A970819F88E5B41
178;14.2708204939085;53.0962678214471;substation;"220000;110000";010100002031BF0D004C3378788C3D38416C631C30BEB45A41
179;14.0336963902155;53.507868594058;substation;"220000;110000";010100002031BF0D00B3A7A4EF6FD637413710F27F9EFF5A41
180;14.4762521312891;53.1967495435604;substation;"400000;220000";010100002031BF0D0045C10E04E1963841898777A0F4C65A41
181;13.9570055874438;53.2521716355395;substation;"380000;220000";010100002031BF0D00AE3A47C116B537419E07FFEF04D15A41
182;9.90884756824768;53.4880466468098;substation;"380000;110000";010100002031BF0D0082F19ADDC7D43041C68C6B23FFFB5A41
183;6.61738115554636;51.4757909650564;substation;"380000;220000;110000";010100002031BF0D0007525100077B264105F384C7B8945941
184;6.65673523718494;51.3795236591475;substation;"220000;110000";010100002031BF0D00E677FFC0409D2641CE9ED1E8EF835941
185;6.71114528740106;51.5261875789907;substation;380000;010100002031BF0D000838548D92CC26416F3F88D6859D5941
186;6.68934282070814;51.5764229278963;substation;380000;010100002031BF0D00AC251C799CB9264131A7932B4EA65941
187;6.72365238886558;51.3758458427716;generator;;010100002031BF0D00D677D21E73D72641B0E226EE4B835941
188;8.61664770595698;48.0659538545522;substation;"380000;110000";010100002031BF0D008B7881ABC1452D41DF5D9E8E72565741
189;8.87294280093827;48.310091303568;substation;380000;010100002031BF0D005B93E9F2A6242E4153A283B9417E5741
190;6.71525262621456;51.5267908744287;substation;"220000;110000";010100002031BF0D0015E67B0125D0264167080AD3A09D5941
191;12.185765240779;53.8108598322992;substation;"220000;110000";010100002031BF0D0029BE782EE1B23441B5F2941E34375B41
192;6.68306567760463;51.5771048143062;generator;;010100002031BF0D003BD7B3EF26B426417883AFB46CA65941
193;6.68310699520914;51.5756455198898;substation;220000;010100002031BF0D000B919F2230B42641C97D8E5B2BA65941
194;6.61427858001903;51.6186788195162;substation;"220000;110000";010100002031BF0D00386B3A3F54782641A6858F4CB3AD5941
195;7.44506932534523;51.6185001200754;substation;"220000;110000";010100002031BF0D006B0D06A7DA4A29418D89124AABAD5941
196;6.73212494203963;51.4594437546532;substation;"220000;110000";010100002031BF0D00DFF8E570D1DE2641FB129C7CDE915941
197;6.7225698255489;51.4797877133457;substation;"380000;220000;110000";010100002031BF0D00E3B07F1982D62641DE64885E6B955941
198;7.32089264924598;52.4714572257118;plant;;010100002031BF0D00517F6F15DCDE2841770B580170445A41
199;6.75917489922906;52.2488579210093;substation;380000;010100002031BF0D0002C5E0D057F62641B4BAD1F5CF1C5A41
200;7.70632730322843;51.2785831773201;substation;"220000;110000";010100002031BF0D0025F4D0DC102E2A413C0EEA2560725941
201;7.4503420737133;51.4136082478987;plant;;010100002031BF0D00380E5F92704F2941908B8D3BE0895941
202;6.63448170507317;51.0359799570641;plant;;010100002031BF0D00DC460B40E6892641C2D4512853485941
203;7.60711326595197;51.8985850731167;substation;220000;010100002031BF0D0050D049F3C7D7294183683444DCDE5941
204;7.40354445433039;51.6444495221964;substation;380000;010100002031BF0D00AF03F298BD262941DCBD49BB36B25941
205;8.9396926172441;52.4030332405173;substation;380000;010100002031BF0D00F6285C0FB45E2E41B81E856B3C385A41
206;9.40952223022694;52.0343152163201;plant;;010100002031BF0D00E85751724EF72F41E35DC81DCFF65941
207;7.23579348811378;49.3693923811997;substation;380000;010100002031BF0D00E13573B1D9942841AFE3C2643B2D5841
208;6.81368434620717;49.7248341051075;substation;"380000;110000";010100002031BF0D005B9562BEBF252741DC442D68C9685841
209;8.40826976858684;49.5285689464462;substation;220000;010100002031BF0D00D33F419E88902C414B586544D9475841
210;9.19078746567264;48.9144168850357;substation;"380000;220000;110000";010100002031BF0D004BB3B38F13392F412781F30BA0E15741
211;12.1320700033184;54.1424599150795;generator;;010100002031BF0D002AC1E3DA879B3441C861F7B27F745B41
212;12.2135605906601;54.1119998916809;substation;"220000;110000";010100002031BF0D003E708158F7BE344189FA4515D96E5B41
213;8.57125886720865;52.1053649703152;substation;"380000;110000";010100002031BF0D00F4205958481E2D41A8619DD05F035A41
214;8.65939119082471;51.999630143259;substation;"380000;220000;110000";010100002031BF0D00E7BD2F09EE6A2D41A1F41BA5AEF05941
215;7.31136230953603;53.1257665914164;substation;"380000;150000;110000";010100002031BF0D0019F6334292D62841D85060D315BA5A41
216;6.94948404574031;53.1235378491255;substation;"380000;220000";010100002031BF0D004147ED0CDA9B27412C577876AEB95A41
217;8.27327814627525;49.0293981037883;substation;"220000;110000";010100002031BF0D0037DE8A38221B2C4184950BC7AAF45741
218;8.35233395252327;49.4212743450173;substation;"220000;110000";010100002031BF0D005DF70320E35F2C411B395FE0E5355841
219;7.72920204621049;49.4826474377754;substation;"220000;110000";010100002031BF0D0077230BACF5412A4124397D3B29405841
220;9.79733614300556;52.0008392548375;substation;"220000;110000";010100002031BF0D00154577784AA430411F030C4DE5F05941
221;10.0821573814608;48.2660901922742;station;380000;010100002031BF0D000A8D34A0242031412F3EB25E11775741
222;8.62716128185002;49.5435952784092;station;"220000;110000";010100002031BF0D00D9A8DA66E64E2D41A87BFAA45D4A5841
223;8.50195005956401;49.444886278394;substation;"220000;110000";010100002031BF0D002BF2B48001E22C410473D04DD8395841
224;10.3917760727113;48.51846091102;substation;380000;010100002031BF0D00BFC08938C7A63141D8B7727262A05741
225;7.95805408035891;47.5954723084298;substation;"380000;220000";010100002031BF0D000EF54C0EFD082B41FBD76571420A5741
226;10.0837513310281;48.268867503254;station;"380000;220000;110000";010100002031BF0D00B8A73E10D6203141A76B0E7C85775741
227;9.88551515679306;48.3040743800139;substation;"380000;220000;110000";010100002031BF0D00C5A57383A2CA304127E7DAF8457D5741
228;9.01340237137239;47.84534861265;substation;"220000;110000";010100002031BF0D0079DE7EB9CE9E2E414293D833A3325741
229;8.25192553682682;47.6397698245713;substation;"220000;110000";010100002031BF0D006F9A324C90082C416E057D4F67115741
230;9.19675654948238;48.9129634543149;station;"220000;110000";010100002031BF0D00686C1783443E2F418A5AC37F62E15741
231;8.54716098444985;49.4405396666554;substation;"220000;110000";010100002031BF0D00628D8F3753092D4143FD32431E395841
232;6.139806597197;49.6686114119991;substation;"220000;65000";010100002031BF0D001953B649B0DB244153D5D76F565F5841
233;6.6205356426611;49.7489386754597;substation;220000;010100002031BF0D005D5B2350C57D2641CEA6F45BD76C5841
234;10.4203896078253;52.1652004518716;substation;220000;010100002031BF0D00DDEF0A7738B33141D51908C7F80D5A41
235;10.4129155347344;52.1587766443133;substation;220000;010100002031BF0D0049E17A74F8AF314186EB5158D50C5A41
236;6.70228544511704;49.8289944400988;substation;"220000;110000";010100002031BF0D0077517C01DEC4264194E3404C527A5841
237;8.53151491196588;50.0478743425063;substation;220000;010100002031BF0D00C49198CAB7FB2C41B75CCBBD4A9F5841
238;8.47137164222049;50.0972077629353;substation;"380000;110000";010100002031BF0D007DBF188E69C72C418E980FE4A5A75841
239;8.06573800300669;50.4060681719154;substation;"380000;110000";010100002031BF0D00F90ADAB1A3662B41A7615CBD28DC5841
240;8.98953621454728;50.0602551000841;substation;"380000;110000";010100002031BF0D0046DF0F300D8A2E41F6E49B6063A15841
241;8.95870858956225;50.0826078209328;substation;"380000;220000";010100002031BF0D0063CCB7C13D6F2E41BF50B2972CA55841
242;10.3633843211809;47.7383368357565;substation;"380000;220000";010100002031BF0D00561960AA6E9A3141E6B80D5252215741
243;7.46150030545086;51.6146143296713;generator;;010100002031BF0D00BFC440D424592941F1D98820FDAC5941
244;7.71823231806437;51.6743422310609;generator;;010100002031BF0D00768008626B382A4129723ACC73B75941
245;7.98122158717143;51.6735262789774;substation;"380000;110000";010100002031BF0D006BA2C50B231D2B410096242E4FB75941
