geom;i_th_max;c;x;r;length_m;frequency;wires;cables;voltage;v_id_2;v_id_1;l_id
153;121;119;220000;3;2;50;23276;0.93104;7.44832;267.674;60.5176;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E594167B666C0CBC42641E80B3B51A3435941
154;121;135;220000;3;2;50;26600;1.064;8.512;305.9;69.16;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E59410EE2BDB2F7A626411DECFE4FFF405941
155;121;145;220000;3;2;50;21638;0.86552;6.92416;248.837;56.2588;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E5941D242A4F6B84227411D9CA35AB3655941
156;146;147;220000;3;2;50;20577;0.82308;6.58464;236.6355;53.5002;010200002031BF0D00020000003BE7801CC76F28415308B9B0581F59419E52A184FEF02741FA9C35F4CD315941
157;141;121;220000;3;2;50;4849;0.19396;1.55168;55.7635;12.6074;010200002031BF0D0002000000881DF58F288F2741564A6B65E64759417036E7E4F0A9274104DF629F174E5941
158;125;148;220000;3;2;50;19881;0.79524;6.36192;228.6315;51.6906;010200002031BF0D00020000006094F0955F822641716BC9AC406F5941DEDE04EF4ACB26415A6D45F8D4515941
159;121;135;220000;3;2;50;26496;1.05984;8.47872;304.704;68.8896;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E59410EE2BDB2F7A626411DECFE4FFF405941
160;113;149;220000;3;2;50;22081;0.88324;7.06592;253.9315;57.4106;010200002031BF0D000200000035D3628401B02741548DB29DE31E5941F875D94009D32741A3EF72A554005941
161;146;116;220000;3;2;50;51114;2.04456;16.35648;587.811;132.8964;010200002031BF0D00020000003BE7801CC76F28415308B9B0581F5941917677DD24B72A41FB02C8152C1A5941
162;122;116;380000;3;4;50;73815;0.461344;18.45375;1011.2655;767.676;010200002031BF0D0002000000ECE0C89697922841DBAEC6405F6A5941917677DD24B72A41FB02C8152C1A5941
163;125;150;220000;3;;50;34100;;;;;010200002031BF0D00020000006094F0955F822641716BC9AC406F5941368A850828812541E6B994F22D6C5941
164;121;143;220000;3;;50;119387;;;;;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E5941249A5443D27F29414496C526C8875941
165;121;151;220000;3;;50;9874;;;;;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E5941163D5BCE42DC27417FC6163CF2415941
166;146;116;220000;3;2;50;51114;2.04456;16.35648;587.811;132.8964;010200002031BF0D00020000003BE7801CC76F28415308B9B0581F5941917677DD24B72A41FB02C8152C1A5941
167;126;116;380000;3;4;50;83776;0.5236;20.944;1147.7312;871.2704;010200002031BF0D000200000099D7E6B7D3322841B1179C86CD5F5941917677DD24B72A41FB02C8152C1A5941
168;121;152;220000;3;1;50;121485;9.7188;38.8752;1397.0775;157.9305;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E594173DFDF01C53D2A41C85BDD8621895941
169;121;151;220000;3;1;50;9874;0.78992;3.15968;113.551;12.8362;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E5941163D5BCE42DC27417FC6163CF2415941
170;113;153;220000;3;4;50;13409;0.26818;4.29088;154.2035;69.7268;010200002031BF0D000200000035D3628401B02741548DB29DE31E59415070A462933E274120AF03B0EF295941
171;113;146;220000;3;2;50;17034;0.68136;5.45088;195.891;44.2884;010200002031BF0D000200000035D3628401B02741548DB29DE31E59413BE7801CC76F28415308B9B0581F5941
172;151;147;220000;3;;50;11400;;;;;010200002031BF0D0002000000163D5BCE42DC27417FC6163CF24159419E52A184FEF02741FA9C35F4CD315941
173;151;147;220000;3;;50;11400;;;;;010200002031BF0D0002000000163D5BCE42DC27417FC6163CF24159419E52A184FEF02741FA9C35F4CD315941
174;113;146;220000;3;2;50;17065;0.6826;5.4608;196.2475;44.369;010200002031BF0D000200000035D3628401B02741548DB29DE31E59413BE7801CC76F28415308B9B0581F5941
175;154;106;380000;3;4;50;57619;0.360119;14.40475;789.3803;599.2376;010200002031BF0D00020000001647AB8E3B6A2C41B8EEACA7E3E35941D4F7F84A48272B4187B3EC2318B95941
176;115;155;380000;3;4;50;4315;0.026969;1.07875;59.1155;44.876;010200002031BF0D0002000000F725024728EF2541C06C5899E92B5941F2B6B8279D0A2641AB40E4D5962D5941
177;156;58;380000;3;2;50;31674;0.395925;7.9185;433.9338;164.7048;010200002031BF0D0002000000F9E95ED1815C2B4187D478C297DF5A41FC4A112650CA2C416A23B8F026F15A41
178;157;158;220000;3;2;50;32238;1.28952;10.31616;370.737;83.8188;010200002031BF0D00020000003E0AD76319CD2C41333333331FF15A41615A168E6B5B2B41C2A2E24FE1DF5A41
179;119;135;380000;3;4;50;2721;0.017006;0.68025;37.2777;28.2984;010200002031BF0D000200000067B666C0CBC42641E80B3B51A34359410EE2BDB2F7A626411DECFE4FFF405941
180;111;148;220000;3;4;50;11477;0.22954;3.67264;131.9855;59.6804;010200002031BF0D00020000008A05B54775572641206E6074B74B5941DEDE04EF4ACB26415A6D45F8D4515941
181;159;130;220000;3;2;50;4813;0.19252;1.54016;55.3495;12.5138;010200002031BF0D00020000007F7575ECA9462741A6DC36895F3F5941FF4874CBDB1D2741237B0445473C5941
182;111;119;220000;3;;50;5730;;;;;010200002031BF0D00020000008A05B54775572641206E6074B74B594167B666C0CBC42641E80B3B51A3435941
183;130;135;220000;3;2;50;14452;0.57808;4.62464;166.198;37.5752;010200002031BF0D0002000000FF4874CBDB1D2741237B0445473C59410EE2BDB2F7A626411DECFE4FFF405941
184;159;130;220000;3;2;50;4813;0.19252;1.54016;55.3495;12.5138;010200002031BF0D00020000007F7575ECA9462741A6DC36895F3F5941FF4874CBDB1D2741237B0445473C5941
185;130;135;220000;3;2;50;14670;0.5868;4.6944;168.705;38.142;010200002031BF0D0002000000FF4874CBDB1D2741237B0445473C59410EE2BDB2F7A626411DECFE4FFF405941
186;119;160;380000;3;4;50;13156;0.082225;3.289;180.2372;136.8224;010200002031BF0D000200000067B666C0CBC42641E80B3B51A34359411B0D2B2473682641DF95162BE9395941
187;108;161;380000;3;4;50;10045;0.062781;2.51125;137.6165;104.468;010200002031BF0D000200000043B23E57E1FA2841114841BF32A659411346613D45EE284122B89E7E07B05941
188;108;162;380000;3;4;50;34595;0.216219;8.64875;473.9515;359.788;010200002031BF0D000200000043B23E57E1FA2841114841BF32A659411A3B502FCC2F2A4149C81752C7B75941
189;163;162;380000;3;4;50;15207;0.095044;3.80175;208.3359;158.1528;010200002031BF0D00020000009FDA2FCF65E02941561BA9A9EEB059411A3B502FCC2F2A4149C81752C7B75941
190;108;161;380000;3;4;50;10019;0.062619;2.50475;137.2603;104.1976;010200002031BF0D000200000043B23E57E1FA2841114841BF32A659411346613D45EE284122B89E7E07B05941
191;164;162;220000;3;2;50;25175;1.007;8.056;289.5125;65.455;010200002031BF0D0002000000E07F55C9008E29416E775AB6929E59411A3B502FCC2F2A4149C81752C7B75941
192;165;100;380000;3;4;50;14743;0.092144;3.68575;201.9791;153.3272;010200002031BF0D00020000004816CE2290762741778CF68F59A45941825CF490168827412DA7E742CF985941
193;134;100;220000;3;;50;24437;;;;;010200002031BF0D0002000000173A83AAA7CD2741DE6125466AAA5941825CF490168827412DA7E742CF985941
194;144;100;220000;3;;50;16157;;;;;010200002031BF0D000200000096A3AB8880E827410373CF422DAA5941825CF490168827412DA7E742CF985941
195;100;166;220000;3;2;50;3433;0.13732;1.09856;39.4795;8.9258;010200002031BF0D0002000000825CF490168827412DA7E742CF985941C226E05C62AB27418656B0495A975941
196;100;166;220000;3;2;50;3427;0.13708;1.09664;39.4105;8.9102;010200002031BF0D0002000000825CF490168827412DA7E742CF985941C226E05C62AB27418656B0495A975941
197;165;101;380000;3;4;50;42403;0.265019;10.60075;580.9211;440.9912;010200002031BF0D00020000004816CE2290762741778CF68F59A45941C0FFC3D72BB22641D843A58A89B25941
198;100;167;220000;3;2;50;8909;0.35636;2.85088;102.4535;23.1634;010200002031BF0D0002000000825CF490168827412DA7E742CF985941ABF78298395927412F2F2F6D7C8F5941
199;100;167;220000;3;;50;8838;;;;;010200002031BF0D0002000000825CF490168827412DA7E742CF985941ABF78298395927412F2F2F6D7C8F5941
200;134;86;380000;3;4;50;13256;0.08285;3.314;181.6072;137.8624;010200002031BF0D0002000000173A83AAA7CD2741DE6125466AAA5941421169903BFC27418863B05955BB5941
201;144;86;220000;3;;50;11834;;;;;010200002031BF0D000200000096A3AB8880E827410373CF422DAA5941421169903BFC27418863B05955BB5941
202;134;86;380000;3;4;50;12536;0.07835;3.134;171.7432;130.3744;010200002031BF0D0002000000173A83AAA7CD2741DE6125466AAA5941421169903BFC27418863B05955BB5941
203;168;169;220000;3;4;50;16651;0.33302;5.32832;191.4865;86.5852;010200002031BF0D00020000002C4097D908552741ABF3868110835941E7165FAD8CD72641A561A5E8C77F5941
204;32;170;220000;3;2;;65756;2.63024;21.04192;756.194;170.9656;010200002031BF0D000200000089296583AEE43241457B3330EB415941D837D0EEE13B3241514C128A828E5941
205;115;155;380000;3;4;50;4315;0.026969;1.07875;59.1155;44.876;010200002031BF0D0002000000F725024728EF2541C06C5899E92B5941F2B6B8279D0A2641AB40E4D5962D5941
206;101;171;220000;3;4;50;19072;0.38144;6.10304;219.328;99.1744;010200002031BF0D0002000000C0FFC3D72BB22641D843A58A89B25941E68B5F20FF0E2741DF6E76E8EA995941
207;119;172;380000;3;4;50;30309;0.189431;7.57725;415.2333;315.2136;010200002031BF0D000200000067B666C0CBC42641E80B3B51A343594113233D13C77F26413DEC6956EC6E5941
208;115;155;380000;3;4;50;4315;0.026969;1.07875;59.1155;44.876;010200002031BF0D0002000000F725024728EF2541C06C5899E92B5941F2B6B8279D0A2641AB40E4D5962D5941
209;101;173;220000;3;2;50;20117;0.80468;6.43744;231.3455;52.3042;010200002031BF0D0002000000C0FFC3D72BB22641D843A58A89B25941C6D68DAD6D2427413D71B115609C5941
210;37;40;380000;3;4;50;37603;0.235019;9.40075;515.1611;391.0712;010200002031BF0D0002000000C9391CD815C53341E26442B057205A4163BC19038BEB334156307CDBDA555A41
211;125;174;220000;3;2;50;19857;0.79428;6.35424;228.3555;51.6282;010200002031BF0D00020000006094F0955F822641716BC9AC406F5941647FD6FB8AD42641F9CD606E07865941
212;125;175;220000;3;2;50;8599;0.34396;2.75168;98.8885;22.3574;010200002031BF0D00020000006094F0955F822641716BC9AC406F5941CA77EC26D339264199EE988800765941
213;176;125;220000;3;2;50;9099;0.36396;2.91168;104.6385;23.6574;010200002031BF0D0002000000B23DA8ECDAAC2641D3AD5F5F707A59416094F0955F822641716BC9AC406F5941
214;177;18;220000;3;2;50;56416;2.25664;18.05312;648.784;146.6816;010200002031BF0D0002000000BCF9B6C8233736416A970819F88E5B410A6C8FB0253E374108603EA2DF735B41
215;177;18;220000;3;2;50;56362;2.25448;18.03584;648.163;146.5412;010200002031BF0D0002000000BCF9B6C8233736416A970819F88E5B410A6C8FB0253E374108603EA2DF735B41
216;178;179;220000;3;2;50;62049;2.48196;19.85568;713.5635;161.3274;010200002031BF0D00020000004C3378788C3D38416C631C30BEB45A41B3A7A4EF6FD637413710F27F9EFF5A41
217;180;178;220000;3;2;50;26246;1.04984;8.39872;301.829;68.2396;010200002031BF0D000200000045C10E04E1963841898777A0F4C65A414C3378788C3D38416C631C30BEB45A41
218;181;179;220000;3;2;50;29603;1.18412;9.47296;340.4345;76.9678;010200002031BF0D0002000000AE3A47C116B537419E07FFEF04D15A41B3A7A4EF6FD637413710F27F9EFF5A41
219;182;30;380000;3;4;50;28675;0.179219;7.16875;392.8475;298.22;010200002031BF0D000200000082F19ADDC7D43041C68C6B23FFFB5A412EF47264C6233041CB68197B02065B41
220;182;21;380000;6;4;50;29674;0.092731;7.4185;406.5338;617.2192;010200002031BF0D000200000082F19ADDC7D43041C68C6B23FFFB5A41FA93D1E6E740314164DE446F43085B41
221;182;21;380000;3;4;50;29628;0.185175;7.407;405.9036;308.1312;010200002031BF0D000200000082F19ADDC7D43041C68C6B23FFFB5A41FA93D1E6E740314164DE446F43085B41
222;182;30;380000;3;4;50;28654;0.179088;7.1635;392.5598;298.0016;010200002031BF0D000200000082F19ADDC7D43041C68C6B23FFFB5A412EF47264C6233041CB68197B02065B41
223;176;169;220000;3;2;50;5752;0.23008;1.84064;66.148;14.9552;010200002031BF0D0002000000B23DA8ECDAAC2641D3AD5F5F707A5941E7165FAD8CD72641A561A5E8C77F5941
224;183;184;220000;3;;50;14090;;;;;010200002031BF0D000200000007525100077B264105F384C7B8945941E677FFC0409D2641CE9ED1E8EF835941
225;183;169;220000;3;;50;21946;;;;;010200002031BF0D000200000007525100077B264105F384C7B8945941E7165FAD8CD72641A561A5E8C77F5941
226;183;185;380000;3;4;50;9562;0.059762;2.3905;130.9994;99.4448;010200002031BF0D000200000007525100077B264105F384C7B89459410838548D92CC26416F3F88D6859D5941
227;183;186;380000;3;4;50;15588;0.097425;3.897;213.5556;162.1152;010200002031BF0D000200000007525100077B264105F384C7B8945941AC251C799CB9264131A7932B4EA65941
228;133;101;220000;3;2;50;41843;1.67372;13.38976;481.1945;108.7918;010200002031BF0D0002000000B0200C3A062325410FDAE72A03BB5941C0FFC3D72BB22641D843A58A89B25941
229;100;171;220000;3;2;50;10353;0.41412;3.31296;119.0595;26.9178;010200002031BF0D0002000000825CF490168827412DA7E742CF985941E68B5F20FF0E2741DF6E76E8EA995941
230;100;171;220000;3;2;50;10342;0.41368;3.30944;118.933;26.8892;010200002031BF0D0002000000825CF490168827412DA7E742CF985941E68B5F20FF0E2741DF6E76E8EA995941
231;169;174;220000;3;2;50;5643;0.22572;1.80576;64.8945;14.6718;010200002031BF0D0002000000E7165FAD8CD72641A561A5E8C77F5941647FD6FB8AD42641F9CD606E07865941
232;184;169;220000;3;2;50;8792;0.35168;2.81344;101.108;22.8592;010200002031BF0D0002000000E677FFC0409D2641CE9ED1E8EF835941E7165FAD8CD72641A561A5E8C77F5941
233;169;187;220000;3;2;50;4702;0.18808;1.50464;54.073;12.2252;010200002031BF0D0002000000E7165FAD8CD72641A561A5E8C77F5941D677D21E73D72641B0E226EE4B835941
234;188;189;380000;3;3;;37253;0.310442;9.31325;510.3661;290.5734;010200002031BF0D00020000008B7881ABC1452D41DF5D9E8E725657415B93E9F2A6242E4153A283B9417E5741
235;190;171;220000;3;2;50;6769;0.27076;2.16608;77.8435;17.5994;010200002031BF0D000200000015E67B0125D0264167080AD3A09D5941E68B5F20FF0E2741DF6E76E8EA995941
236;190;171;220000;3;2;50;6525;0.261;2.088;75.0375;16.965;010200002031BF0D000200000015E67B0125D0264167080AD3A09D5941E68B5F20FF0E2741DF6E76E8EA995941
237;42;191;220000;3;2;50;929;0.03716;0.29728;10.6835;2.4154;010200002031BF0D0002000000BF08B9F268B3344156553CCF1B385B4129BE782EE1B23441B5F2941E34375B41
238;42;191;220000;3;2;50;933;0.03732;0.29856;10.7295;2.4258;010200002031BF0D0002000000BF08B9F268B3344156553CCF1B385B4129BE782EE1B23441B5F2941E34375B41
239;101;185;380000;3;4;50;18907;0.118169;4.72675;259.0259;196.6328;010200002031BF0D0002000000C0FFC3D72BB22641D843A58A89B259410838548D92CC26416F3F88D6859D5941
240;101;186;380000;3;4;50;12541;0.078381;3.13525;171.8117;130.4264;010200002031BF0D0002000000C0FFC3D72BB22641D843A58A89B25941AC251C799CB9264131A7932B4EA65941
241;186;192;380000;3;4;50;643;0.004019;0.16075;8.8091;6.6872;010200002031BF0D0002000000AC251C799CB9264131A7932B4EA659413BD7B3EF26B426417883AFB46CA65941
242;186;192;380000;3;4;50;495;0.003094;0.12375;6.7815;5.148;010200002031BF0D0002000000AC251C799CB9264131A7932B4EA659413BD7B3EF26B426417883AFB46CA65941
243;190;193;220000;3;2;50;6647;0.26588;2.12704;76.4405;17.2822;010200002031BF0D000200000015E67B0125D0264167080AD3A09D59410B919F2230B42641C97D8E5B2BA65941
244;194;193;220000;3;2;50;7165;0.2866;2.2928;82.3975;18.629;010200002031BF0D0002000000386B3A3F54782641A6858F4CB3AD59410B919F2230B42641C97D8E5B2BA65941
245;194;190;220000;3;2;50;13873;0.55492;4.43936;159.5395;36.0698;010200002031BF0D0002000000386B3A3F54782641A6858F4CB3AD594115E67B0125D0264167080AD3A09D5941
246;195;162;220000;3;1;50;27322;2.18576;8.74304;314.203;35.5186;010200002031BF0D00020000006B0D06A7DA4A29418D89124AABAD59411A3B502FCC2F2A4149C81752C7B75941
247;130;119;220000;3;;50;11754;;;;;010200002031BF0D0002000000FF4874CBDB1D2741237B0445473C594167B666C0CBC42641E80B3B51A3435941
248;119;135;380000;3;;50;3039;;;;;010200002031BF0D000200000067B666C0CBC42641E80B3B51A34359410EE2BDB2F7A626411DECFE4FFF405941
249;196;197;220000;3;2;50;2820;0.1128;0.9024;32.43;7.332;010200002031BF0D0002000000DFF8E570D1DE2641FB129C7CDE915941E3B07F1982D62641DE64885E6B955941
250;196;197;220000;3;2;50;2820;0.1128;0.9024;32.43;7.332;010200002031BF0D0002000000DFF8E570D1DE2641FB129C7CDE915941E3B07F1982D62641DE64885E6B955941
251;198;85;380000;3;4;50;772;0.004825;0.193;10.5764;8.0288;010200002031BF0D0002000000517F6F15DCDE2841770B580170445A4148D435DAD1D328413A56B8E465455A41
252;84;199;380000;3;4;50;21968;0.1373;5.492;300.9616;228.4672;010200002031BF0D00020000003214741A32E6274113206E2EA6145A4102C5E0D057F62641B4BAD1F5CF1C5A41
253;84;199;380000;3;4;50;21962;0.137263;5.4905;300.8794;228.4048;010200002031BF0D00020000003214741A32E6274113206E2EA6145A4102C5E0D057F62641B4BAD1F5CF1C5A41
254;143;200;220000;3;2;50;22344;0.89376;7.15008;256.956;58.0944;010200002031BF0D0002000000249A5443D27F29414496C526C887594125F4D0DC102E2A413C0EEA2560725941
255;143;200;220000;3;2;50;22347;0.89388;7.15104;256.9905;58.1022;010200002031BF0D0002000000249A5443D27F29414496C526C887594125F4D0DC102E2A413C0EEA2560725941
256;143;201;220000;3;1;50;4507;0.36056;1.44224;51.8305;5.8591;010200002031BF0D0002000000249A5443D27F29414496C526C8875941380E5F92704F2941908B8D3BE0895941
257;119;202;380000;3;4;50;6700;0.041875;1.675;91.79;69.68;010200002031BF0D000200000067B666C0CBC42641E80B3B51A3435941DC460B40E6892641C2D4512853485941
258;119;202;380000;3;4;50;6646;0.041538;1.6615;91.0502;69.1184;010200002031BF0D000200000067B666C0CBC42641E80B3B51A3435941DC460B40E6892641C2D4512853485941
259;162;203;220000;3;2;50;27915;1.1166;8.9328;321.0225;72.579;010200002031BF0D00020000001A3B502FCC2F2A4149C81752C7B7594150D049F3C7D7294183683444DCDE5941
260;162;204;380000;3;4;50;23948;0.149675;5.987;328.0876;249.0592;010200002031BF0D00020000001A3B502FCC2F2A4149C81752C7B75941AF03F298BD262941DCBD49BB36B25941
261;4;90;380000;3;4;50;79060;0.494125;19.765;1083.122;822.224;010200002031BF0D00020000000C3148AE17002F41095923775E505A4121255D8E1E392C41078AFEED032E5A41
262;4;2;380000;6;4;50;1268;0.003962;0.317;17.3716;26.3744;010200002031BF0D00020000000C3148AE17002F41095923775E505A418ABBA6D19BF52E41C5F34D365E515A41
263;4;2;380000;3;4;50;1105;0.006906;0.27625;15.1385;11.492;010200002031BF0D00020000000C3148AE17002F41095923775E505A418ABBA6D19BF52E41C5F34D365E515A41
264;4;2;380000;3;;50;902;;;;;010200002031BF0D00020000000C3148AE17002F41095923775E505A418ABBA6D19BF52E41C5F34D365E515A41
265;205;4;380000;6;4;50;25995;0.081234;6.49875;356.1315;540.696;010200002031BF0D0002000000F6285C0FB45E2E41B81E856B3C385A410C3148AE17002F41095923775E505A41
266;148;112;220000;3;2;50;10958;0.43832;3.50656;126.017;28.4908;010200002031BF0D0002000000DEDE04EF4ACB26415A6D45F8D4515941A480D2A7F301274199B3A4168F5B5941
267;115;160;380000;3;4;50;20419;0.127619;5.10475;279.7403;212.3576;010200002031BF0D0002000000F725024728EF2541C06C5899E92B59411B0D2B2473682641DF95162BE9395941
268;206;3;380000;;4;50;1820;;;;;010200002031BF0D0002000000E85751724EF72F41E35DC81DCFF65941DFB7354C1BE62F41BDD21E2665F55941
269;95;207;380000;3;4;;20242;0.126512;5.0605;277.3154;210.5168;010200002031BF0D00020000007ECF136EB8C427417AD71D8F3C2E5841E13573B1D9942841AFE3C2643B2D5841
270;95;66;380000;3;4;50;125437;0.783981;31.35925;1718.4869;1304.5448;010200002031BF0D00020000007ECF136EB8C427417AD71D8F3C2E5841292C3734309A2C4147F062527B595841
271;208;95;380000;3;4;;48829;0.305181;12.20725;668.9573;507.8216;010200002031BF0D00020000005B9562BEBF252741DC442D68C96858417ECF136EB8C427417AD71D8F3C2E5841
272;66;209;220000;3;2;50;13606;0.54424;4.35392;156.469;35.3756;010200002031BF0D0002000000292C3734309A2C4147F062527B595841D33F419E88902C414B586544D9475841
273;124;66;380000;3;4;50;123721;0.773256;30.93025;1694.9777;1286.6984;010200002031BF0D000200000001493BD2B14E294142BE0E268EDB5841292C3734309A2C4147F062527B595841
274;124;66;380000;3;4;50;123741;0.773381;30.93525;1695.2517;1286.9064;010200002031BF0D000200000001493BD2B14E294142BE0E268EDB5841292C3734309A2C4147F062527B595841
275;66;209;220000;3;2;50;13604;0.54416;4.35328;156.446;35.3704;010200002031BF0D0002000000292C3734309A2C4147F062527B595841D33F419E88902C414B586544D9475841
276;210;66;380000;3;4;50;111236;0.695225;27.809;1523.9332;1156.8544;010200002031BF0D00020000004BB3B38F13392F412781F30BA0E15741292C3734309A2C4147F062527B595841
277;210;66;380000;3;4;50;111228;0.695175;27.807;1523.8236;1156.7712;010200002031BF0D00020000004BB3B38F13392F412781F30BA0E15741292C3734309A2C4147F062527B595841
278;211;94;380000;3;4;50;7386;0.046163;1.8465;101.1882;76.8144;010200002031BF0D00020000002AC1E3DA879B3441C861F7B27F745B41196C025E7EBF34413D2756D3AE6C5B41
279;42;212;220000;3;2;50;41567;1.66268;13.30144;478.0205;108.0742;010200002031BF0D0002000000BF08B9F268B3344156553CCF1B385B413E708158F7BE344189FA4515D96E5B41
280;177;42;220000;3;2;50;106706;4.26824;34.14592;1227.119;277.4356;010200002031BF0D0002000000BCF9B6C8233736416A970819F88E5B41BF08B9F268B3344156553CCF1B385B41
281;213;205;380000;3;4;50;45635;0.285219;11.40875;625.1995;474.604;010200002031BF0D0002000000F4205958481E2D41A8619DD05F035A41F6285C0FB45E2E41B81E856B3C385A41
282;213;214;380000;3;4;50;15054;0.094088;3.7635;206.2398;156.5616;010200002031BF0D0002000000F4205958481E2D41A8619DD05F035A41E7BD2F09EE6A2D41A1F41BA5AEF05941
283;213;214;380000;3;4;50;15048;0.09405;3.762;206.1576;156.4992;010200002031BF0D0002000000F4205958481E2D41A8619DD05F035A41E7BD2F09EE6A2D41A1F41BA5AEF05941
284;213;205;380000;3;4;50;45502;0.284388;11.3755;623.3774;473.2208;010200002031BF0D0002000000F4205958481E2D41A8619DD05F035A41F6285C0FB45E2E41B81E856B3C385A41
285;90;91;380000;3;4;50;61846;0.386537;15.4615;847.2902;643.1984;010200002031BF0D000200000021255D8E1E392C41078AFEED032E5A41995C7A546FCD2A41244E64A6E1215A41
286;129;113;380000;3;;50;12907;;;;;010200002031BF0D00020000009155F3C7F03E2741B6F4FDAA912A594135D3628401B02741548DB29DE31E5941
287;156;215;380000;3;2;50;57405;0.717563;14.35125;786.4485;298.506;010200002031BF0D0002000000F9E95ED1815C2B4187D478C297DF5A4119F6334292D62841D85060D315BA5A41
288;156;215;380000;3;2;50;57397;0.717463;14.34925;786.3389;298.4644;010200002031BF0D0002000000F9E95ED1815C2B4187D478C297DF5A4119F6334292D62841D85060D315BA5A41
289;34;158;220000;3;2;50;33166;1.32664;10.61312;381.409;86.2316;010200002031BF0D0002000000D93A74CF20982B41982E77B23F095B41615A168E6B5B2B41C2A2E24FE1DF5A41
290;216;215;380000;6;;50;27014;;;;;010200002031BF0D00020000004147ED0CDA9B27412C577876AEB95A4119F6334292D62841D85060D315BA5A41
291;34;158;220000;3;2;50;33170;1.3268;10.6144;381.455;86.242;010200002031BF0D0002000000D93A74CF20982B41982E77B23F095B41615A168E6B5B2B41C2A2E24FE1DF5A41
292;207;50;380000;3;;50;152121;;;;;010200002031BF0D0002000000E13573B1D9942841AFE3C2643B2D5841173DE697F93D2C41487A6C014BF15741
293;209;217;220000;3;;50;73715;;;;;010200002031BF0D0002000000D33F419E88902C414B586544D947584137DE8A38221B2C4184950BC7AAF45741
294;218;209;220000;3;;50;28876;;;;;010200002031BF0D00020000005DF70320E35F2C411B395FE0E5355841D33F419E88902C414B586544D9475841
295;219;218;220000;3;;50;63540;;;;;010200002031BF0D000200000077230BACF5412A4124397D3B294058415DF70320E35F2C411B395FE0E5355841
296;218;217;220000;3;;50;46981;;;;;010200002031BF0D00020000005DF70320E35F2C411B395FE0E535584137DE8A38221B2C4184950BC7AAF45741
297;220;6;220000;3;1;50;48552;3.88416;15.53664;558.348;63.1176;010200002031BF0D0002000000154577784AA430411F030C4DE5F059416502F142D3D8304173A488DD21345A41
298;7;3;380000;3;4;50;53906;0.336913;13.4765;738.5122;560.6224;010200002031BF0D0002000000703860AB69D83041222CCDDB04225A41DFB7354C1BE62F41BDD21E2665F55941
299;210;221;380000;3;4;50;114876;0.717975;28.719;1573.8012;1194.7104;010200002031BF0D00020000004BB3B38F13392F412781F30BA0E157410A8D34A0242031412F3EB25E11775741
300;222;223;220000;3;;50;15950;;;;;010200002031BF0D0002000000D9A8DA66E64E2D41A87BFAA45D4A58412BF2B48001E22C410473D04DD8395841
301;221;224;380000;3;4;50;46926;0.293288;11.7315;642.8862;488.0304;010200002031BF0D00020000000A8D34A0242031412F3EB25E11775741BFC08938C7A63141D8B7727262A05741
302;225;51;380000;6;4;50;83098;0.259681;20.7745;1138.4426;1728.4384;010200002031BF0D00020000000EF54C0EFD082B41FBD76571420A57410DDA2C5716572A4185C03102E25B5741
303;226;227;220000;3;;50;19756;;;;;010200002031BF0D0002000000B8A73E10D6203141A76B0E7C85775741C5A57383A2CA304127E7DAF8457D5741
304;228;229;220000;3;;50;69709;;;;;010200002031BF0D000200000079DE7EB9CE9E2E414293D833A33257416F9A324C90082C416E057D4F67115741
305;230;231;220000;3;;50;86251;;;;;010200002031BF0D0002000000686C1783443E2F418A5AC37F62E15741628D8F3753092D4143FD32431E395841
306;221;224;380000;3;4;50;47002;0.293763;11.7505;643.9274;488.8208;010200002031BF0D00020000000A8D34A0242031412F3EB25E11775741BFC08938C7A63141D8B7727262A05741
307;227;221;380000;3;4;50;16697;0.104356;4.17425;228.7489;173.6488;010200002031BF0D0002000000C5A57383A2CA304127E7DAF8457D57410A8D34A0242031412F3EB25E11775741
308;232;233;220000;3;2;;39816;1.59264;12.74112;457.884;103.5216;010200002031BF0D00020000001953B649B0DB244153D5D76F565F58415D5B2350C57D2641CEA6F45BD76C5841
309;234;235;220000;3;;50;967;;;;;010200002031BF0D0002000000DDEF0A7738B33141D51908C7F80D5A4149E17A74F8AF314186EB5158D50C5A41
310;208;96;380000;3;4;;45951;0.287194;11.48775;629.5287;477.8904;010200002031BF0D00020000005B9562BEBF252741DC442D68C9685841E8C5D9F014FF25412A763EDE108A5841
311;96;236;220000;3;2;;26324;1.05296;8.42368;302.726;68.4424;010200002031BF0D0002000000E8C5D9F014FF25412A763EDE108A584177517C01DEC4264194E3404C527A5841
312;233;96;220000;3;2;;22939;0.91756;7.34048;263.7985;59.6414;010200002031BF0D00020000005D5B2350C57D2641CEA6F45BD76C5841E8C5D9F014FF25412A763EDE108A5841
313;68;237;220000;;;50;25192;;;;;010200002031BF0D0002000000E1651350712D2D413DD0B4CD0C785841C49198CAB7FB2C41B75CCBBD4A9F5841
