geom;i_th_max;c;x;r;length_m;frequency;wires;cables;voltage;v_id_2;v_id_1;l_id
477;329;271;220000;3;1;;26927;2.15416;8.61664;309.6605;35.0051;010200002031BF0D00020000002910D4D74CCE34410D0BEBF05C645941B00D271D72433541F0B9F54D495D5941
478;329;170;220000;;;;131762;;;;;010200002031BF0D00020000002910D4D74CCE34410D0BEBF05C645941D837D0EEE13B3241514C128A828E5941
479;271;170;220000;3;1;;158686;12.69488;50.77952;1824.889;206.2918;010200002031BF0D0002000000B00D271D72433541F0B9F54D495D5941D837D0EEE13B3241514C128A828E5941
480;330;284;380000;6;3;;8071;0.033629;2.01775;110.5727;125.9076;010200002031BF0D0002000000000000C065B13241703D0AD776ED58410AE17C275AAB32416B53C1DFC5F85841
481;328;271;220000;;;;27915;;;;;010200002031BF0D0002000000C585016D522E3541CF73B57291825941B00D271D72433541F0B9F54D495D5941
482;268;331;220000;3;2;;18307;0.73228;5.85824;210.5305;47.5982;010200002031BF0D00020000003F696DEE05C43541D2B01DE29929594195E495B01116364102C3575BFA2A5941
483;270;332;220000;6;;;32217;;;;;010200002031BF0D00020000005560E253A97534411A7734DA681C5941334F5760B2CB3441713E93BBBBF75841
484;32;170;220000;3;2;;65759;2.63036;21.04288;756.2285;170.9734;010200002031BF0D000200000089296583AEE43241457B3330EB415941D837D0EEE13B3241514C128A828E5941
485;71;32;380000;3;4;;78038;0.487737;19.5095;1069.1206;811.5952;010200002031BF0D000200000006AB5EA81F3434413B00DB877F88594189296583AEE43241457B3330EB415941
486;71;32;380000;3;4;;78034;0.487713;19.5085;1069.0658;811.5536;010200002031BF0D000200000006AB5EA81F3434413B00DB877F88594189296583AEE43241457B3330EB415941
487;333;47;380000;6;;;6543;;;;;010200002031BF0D0002000000B4233B4140B53641CC219415184A5A41B5C49D046BDB364150DAA5595D4D5A41
488;46;47;380000;6;;;5192;;;;;010200002031BF0D0002000000ACA7F5EBE2F83641CEE97D22E64F5A41B5C49D046BDB364150DAA5595D4D5A41
489;333;334;380000;6;;;4175;;;;;010200002031BF0D0002000000B4233B4140B53641CC219415184A5A416D85C373249E3641A5B89C65764D5A41
490;335;320;220000;6;1;;45232;1.80928;14.47424;520.168;117.6032;010200002031BF0D0002000000E92D0B82D5073441C0E059F607D557415380012C21C23441B60A20C46EAB5741
491;335;336;220000;6;1;;73862;2.95448;23.63584;849.413;192.0412;010200002031BF0D0002000000E92D0B82D5073441C0E059F607D55741E9B3239C6E3D334134E5D6CC40315841
492;326;336;220000;3;2;;62842;2.51368;20.10944;722.683;163.3892;010200002031BF0D0002000000444C7B6BDE853441C0033FE63A215841E9B3239C6E3D334134E5D6CC40315841
493;335;337;220000;;2;;24279;;;;;010200002031BF0D0002000000E92D0B82D5073441C0E059F607D55741AE00BDB60A8C3341B744D2794EC85741
494;326;324;220000;3;1;;131429;10.51432;42.05728;1511.4335;170.8577;010200002031BF0D0002000000444C7B6BDE853441C0033FE63A2158414A8CE265C90F344172EF057554B65841
495;14;338;220000;3;2;;32775;1.311;10.488;376.9125;85.215;010200002031BF0D0002000000E9F30413E31034418C38D03CC06F5741F73966A7700E34413F863CB60B965741
496;338;339;220000;3;2;;39745;1.5898;12.7184;457.0675;103.337;010200002031BF0D0002000000F73966A7700E34413F863CB60B9657416C695A4510AC33411AC1A1A5EDC85741
497;15;339;380000;3;2;;76225;0.952812;19.05625;1044.2825;396.37;010200002031BF0D0002000000AC087A1FC52834415099452C646D57416C695A4510AC33411AC1A1A5EDC85741
498;340;15;380000;3;4;;17705;0.110656;4.42625;242.5585;184.132;010200002031BF0D00020000002DB6141049C533413812C82ACF685741AC087A1FC52834415099452C646D5741
499;340;15;380000;3;4;;17629;0.110181;4.40725;241.5173;183.3416;010200002031BF0D00020000002DB6141049C533413812C82ACF685741AC087A1FC52834415099452C646D5741
500;15;325;380000;9;4;;61235;0.127573;15.30875;838.9195;1910.532;010200002031BF0D0002000000AC087A1FC52834415099452C646D5741B52001D832E33441370BF8E2E9AE5741
501;226;221;380000;;;;161;;;;;010200002031BF0D0002000000B8A73E10D6203141A76B0E7C857757410A8D34A0242031412F3EB25E11775741
502;306;226;220000;3;;;59714;;;;;010200002031BF0D00020000004EF87715106A3241FAD6E89D7C725741B8A73E10D6203141A76B0E7C85775741
503;229;314;220000;6;;;72347;;;;;010200002031BF0D00020000006F9A324C90082C416E057D4F6711574141DBF0A4AC552A41451A246E695B5741
504;314;277;220000;6;4;;48816;0.48816;15.62112;561.384;507.6864;010200002031BF0D000200000041DBF0A4AC552A41451A246E695B5741836930BBD4DF2A41EDBD4B10919D5741
505;341;96;220000;6;;;23056;;;;;010200002031BF0D0002000000D04C2998D4FC2441CB7BEAE0418F5841E8C5D9F014FF25412A763EDE108A5841
506;342;341;220000;3;;;2552;;;;;010200002031BF0D000200000021B4CE3E9F19254162187F6832905841D04C2998D4FC2441CB7BEAE0418F5841
507;343;342;220000;3;;;10361;;;;;010200002031BF0D0002000000DE4DE2DAB1C524419D9687B13387584121B4CE3E9F19254162187F6832905841
508;342;344;220000;3;;;28063;;;;;010200002031BF0D000200000021B4CE3E9F19254162187F68329058412B256471AFAA24416CB7413C78715841
509;345;346;380000;6;4;;40228;0.125713;10.057;551.1236;836.7424;010200002031BF0D0002000000DF0953EEF352254156A54F26A010584133D8041B8C0227418D259EEC2A205841
510;346;347;220000;3;2;;20195;0.8078;6.4624;232.2425;52.507;010200002031BF0D000200000033D8041B8C0227418D259EEC2A205841740E6D570EC62641A32B3427C7065841
511;229;348;220000;6;;;22565;;;;;010200002031BF0D00020000006F9A324C90082C416E057D4F67115741BE120F1C66582B41CD1DA70B13035741
512;164;349;220000;6;2;;1864;0.03728;0.59648;21.436;9.6928;010200002031BF0D0002000000E07F55C9008E29416E775AB6929E5941F87DFA1EAE7A29418ACB6EDB179F5941
513;121;350;220000;6;;;3618;;;;;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E5941ED9A4887DAB227410611ABE39A485941
514;351;352;380000;;;;1445;;;;;010200002031BF0D00020000002A249A368B7E364162B54B02C74F5A4148B876183B81364128C60BA82E4F5A41
515;252;353;380000;3;3;50;56618;0.471817;14.1545;775.6666;441.6204;010200002031BF0D0002000000E3934F6FAABA2E41AFA7F905BBDF5741F0A47C7A63162D41BC779C99DA055841
516;52;54;380000;3;;;22305;;;;;010200002031BF0D0002000000BD0CE2D2CBAA2C4182D8D2E6BB1958413852DD9F764B2D41F2259BFD172B5841
517;354;353;380000;3;3;50;21650;0.180417;5.4125;296.605;168.87;010200002031BF0D0002000000EEDB1AE345AD2C417FA83BD58E195841F0A47C7A63162D41BC779C99DA055841
518;225;355;380000;3;;;6905;;;;;010200002031BF0D00020000000EF54C0EFD082B41FBD76571420A57417A70EEF2A1F62A4171CA6829E8125741
519;225;355;380000;3;;;6927;;;;;010200002031BF0D00020000000EF54C0EFD082B41FBD76571420A57417A70EEF2A1F62A4171CA6829E8125741
520;30;356;380000;3;2;50;32522;0.406525;8.1305;445.5514;169.1144;010200002031BF0D00020000002EF47264C6233041CB68197B02065B411DD0E068FACE2E41A364DDB65E0A5B41
521;59;356;380000;3;2;50;58735;0.734187;14.68375;804.6695;305.422;010200002031BF0D0002000000945E8D2DBBF02C410E02971106C85A411DD0E068FACE2E41A364DDB65E0A5B41
522;248;357;220000;6;2;;1300;0.026;0.416;14.95;6.76;010200002031BF0D000200000052C353DB2AF3264193DF5E1C7A2C58411018F01FDDE62641882234DC3E2B5841
523;248;358;220000;3;2;50;481;0.01924;0.15392;5.5315;1.2506;010200002031BF0D000200000052C353DB2AF3264193DF5E1C7A2C58416B8A995C1AEE2641E3FC2338872C5841
524;248;359;220000;3;2;50;1123;0.04492;0.35936;12.9145;2.9198;010200002031BF0D000200000052C353DB2AF3264193DF5E1C7A2C5841B5066CD74AFC26413E529052AD2B5841
525;95;346;380000;6;4;;23317;0.072866;5.82925;319.4429;484.9936;010200002031BF0D00020000007ECF136EB8C427417AD71D8F3C2E584133D8041B8C0227418D259EEC2A205841
526;342;96;220000;6;;;20457;;;;;010200002031BF0D000200000021B4CE3E9F19254162187F6832905841E8C5D9F014FF25412A763EDE108A5841
527;342;341;220000;3;;;2552;;;;;010200002031BF0D000200000021B4CE3E9F19254162187F6832905841D04C2998D4FC2441CB7BEAE0418F5841
528;322;77;380000;3;3;;56065;0.467208;14.01625;768.0905;437.307;010200002031BF0D00020000003B828D1580033341212A6004ACB2584192FFE5F154C83341C95150E728F25841
529;326;360;220000;3;;;35887;;;;;010200002031BF0D0002000000444C7B6BDE853441C0033FE63A2158415808F38680A334410C330559E8F15741
530;203;361;220000;3;;;3523;;;;;010200002031BF0D000200000050D049F3C7D7294183683444DCDE59411A0F26A314CA2941C2CB9F471FE45941
531;55;362;220000;3;2;;2681;0.10724;0.85792;30.8315;6.9706;010200002031BF0D0002000000A38439FDF2B02C411D52B24B7DED57417A1501DE2BB62C4199B7540207F15741
532;205;363;380000;3;4;;5847;0.036544;1.46175;80.1039;60.8088;010200002031BF0D0002000000F6285C0FB45E2E41B81E856B3C385A4138F4F1A1DA8F2E41A5F9EC3F0F345A41
533;364;365;380000;3;3;;19652;0.163767;4.913;269.2324;153.2856;010200002031BF0D0002000000FE729EA1503E3041CFD5F75A7ABE5741D7A3707DABD52F41C2F5280C62C15741
534;365;366;380000;3;3;;13380;0.1115;3.345;183.306;104.364;010200002031BF0D0002000000D7A3707DABD52F41C2F5280C62C15741E44EE39B8CDB2F4181792914CDD05741
535;312;366;380000;3;3;;20599;0.171658;5.14975;282.2063;160.6722;010200002031BF0D00020000001B65190293EF2F4122B2F512CAB85741E44EE39B8CDB2F4181792914CDD05741
536;367;290;220000;3;2;;26528;1.06112;8.48896;305.072;68.9728;010200002031BF0D0002000000E61496B7D5AE3041F36F7314203C5A41E408A0B5872231419DB4A2B996285A41
537;298;368;220000;3;2;;27260;1.0904;8.7232;313.49;70.876;010200002031BF0D000200000024039644C7162F41A67628639607584130FDED9871D52E418E75B4C03A2C5841
538;369;370;220000;3;;;5191;;;;;010200002031BF0D00020000002BCFE7291E423141AC86FD175D9558416A3ED6F3DB513141A257752BEC9B5841
539;371;369;220000;3;2;;90748;3.62992;29.03936;1043.602;235.9448;010200002031BF0D00020000009818855A0A6B3241A615F1E7C82E58412BCFE7291E423141AC86FD175D955841
540;241;372;380000;3;3;;29655;0.247125;7.41375;406.2735;231.309;010200002031BF0D000200000063CCB7C13D6F2E41BF50B2972CA55841AFE57C93DFE12E4176B7E54920925841
541;241;299;380000;;3;;115780;;;;;010200002031BF0D000200000063CCB7C13D6F2E41BF50B2972CA55841A479207F184E31411935DAFC03945841
542;372;299;380000;;;;86559;;;;;010200002031BF0D0002000000AFE57C93DFE12E4176B7E54920925841A479207F184E31411935DAFC03945841
543;369;299;380000;;;;2009;;;;;010200002031BF0D00020000002BCFE7291E423141AC86FD175D955841A479207F184E31411935DAFC03945841
544;369;299;380000;3;4;;2717;0.016981;0.67925;37.2229;28.2568;010200002031BF0D00020000002BCFE7291E423141AC86FD175D955841A479207F184E31411935DAFC03945841
545;246;219;220000;3;1;;46959;3.75672;15.02688;540.0285;61.0467;010200002031BF0D000200000033F5203611792A41A74B42A93677584177230BACF5412A4124397D3B29405841
546;214;75;380000;6;4;;32022;0.100069;8.0055;438.7014;666.0576;010200002031BF0D0002000000E7BD2F09EE6A2D41A1F41BA5AEF059411084CB0E2D902D41C866709254C25941
547;214;373;220000;3;2;;12009;0.48036;3.84288;138.1035;31.2234;010200002031BF0D0002000000E7BD2F09EE6A2D41A1F41BA5AEF05941C336CCB262F12D418EA23FC9D2ED5941
548;374;373;220000;3;1;;40639;3.25112;13.00448;467.3485;52.8307;010200002031BF0D000200000008CF750634582E41681853A5F4125A41C336CCB262F12D418EA23FC9D2ED5941
549;214;374;220000;;;;31848;;;;;010200002031BF0D0002000000E7BD2F09EE6A2D41A1F41BA5AEF0594108CF750634582E41681853A5F4125A41
550;375;374;220000;6;2;;11098;0.22196;3.55136;127.627;57.7096;010200002031BF0D0002000000ED962278886F2E4168BE729A13225A4108CF750634582E41681853A5F4125A41
551;376;372;220000;6;;;46719;;;;;010200002031BF0D00020000009125DCC6004C30410B335CA42C755841AFE57C93DFE12E4176B7E54920925841
552;322;377;380000;3;4;;81072;0.5067;20.268;1110.6864;843.1488;010200002031BF0D00020000003B828D1580033341212A6004ACB2584155480B147AA3324199410C52DD4C5841
553;371;322;380000;3;4;;102607;0.641294;25.65175;1405.7159;1067.1128;010200002031BF0D00020000009818855A0A6B3241A615F1E7C82E58413B828D1580033341212A6004ACB25841
554;371;377;380000;3;4;;27503;0.171894;6.87575;376.7911;286.0312;010200002031BF0D00020000009818855A0A6B3241A615F1E7C82E584155480B147AA3324199410C52DD4C5841
555;378;372;220000;6;1;;28905;1.1562;9.2496;332.4075;75.153;010200002031BF0D0002000000AC8481DCB46B2E41D4B59066C0A55841AFE57C93DFE12E4176B7E54920925841
556;371;376;220000;6;1;;114917;4.59668;36.77344;1321.5455;298.7842;010200002031BF0D00020000009818855A0A6B3241A615F1E7C82E58419125DCC6004C30410B335CA42C755841
557;140;379;220000;3;;50;647;;;;;010200002031BF0D0002000000354272ABC96328415516236C18945941CDA2BE0EC4602841CEC68E46AF945941
558;16;380;380000;3;;;26177;;;;;010200002031BF0D0002000000F1AA1A8A59473241988495ADF2315A416C2AFF27F8AE324198B359BA2A145A41
559;380;381;380000;3;;50;5531;;;;;010200002031BF0D00020000006C2AFF27F8AE324198B359BA2A145A415F57C1045CA53241469306D6B80E5A41
560;37;380;380000;3;;;48738;;;;;010200002031BF0D0002000000C9391CD815C53341E26442B057205A416C2AFF27F8AE324198B359BA2A145A41
561;37;380;380000;3;;;48758;;;;;010200002031BF0D0002000000C9391CD815C53341E26442B057205A416C2AFF27F8AE324198B359BA2A145A41
562;382;227;380000;3;;50;41042;;;;;010200002031BF0D00020000001A349A21256131411264E3533DA25741C5A57383A2CA304127E7DAF8457D5741
563;383;303;380000;3;;;20318;;;;;010200002031BF0D000200000038937B61265D31410DD015CF49C4574113EB6589782F314121F6A36CC1DE5741
564;253;384;380000;3;;50;18314;;;;;010200002031BF0D00020000002EBCCDA305A63041373EE75A75135741C3AD53CA31623041DAE90D5B55225741
565;385;224;380000;3;;50;2192;;;;;010200002031BF0D0002000000AF84A15B0BAB31410AC53D0AFC9E5741BFC08938C7A63141D8B7727262A05741
566;386;273;380000;3;4;;50615;0.316344;12.65375;693.4255;526.396;010200002031BF0D0002000000BDE76E9295ED2D413E53833CADB95841DE77637180682D41145B2B9441FE5841
567;386;241;380000;3;4;50;19665;0.122906;4.91625;269.4105;204.516;010200002031BF0D0002000000BDE76E9295ED2D413E53833CADB9584163CCB7C13D6F2E41BF50B2972CA55841
568;25;387;380000;6;2;50;50874;0.317963;12.7185;696.9738;529.0896;010200002031BF0D0002000000953E7313FCBE2F4100EC1AC3A94B5B413FC1D533AA8430415BAF38589B8F5B41
569;80;73;380000;3;;;43423;;;;;010200002031BF0D0002000000D0D0A9B5F9813841088204E425DD59413985FCF35B9D3741B41DC95EA8DA5941
570;80;73;380000;3;;;43440;;;;;010200002031BF0D0002000000D0D0A9B5F9813841088204E425DD59413985FCF35B9D3741B41DC95EA8DA5941
571;269;79;380000;3;;50;94056;;;;;010200002031BF0D000200000082D3906D31BB36411C6FEB23D77F59418FE26D54BBA43841F9C17DCAE4895941
572;269;79;380000;3;;50;94067;;;;;010200002031BF0D000200000082D3906D31BB36411C6FEB23D77F59418FE26D54BBA43841F9C17DCAE4895941
573;80;269;380000;3;;;121638;;;;;010200002031BF0D0002000000D0D0A9B5F9813841088204E425DD594182D3906D31BB36411C6FEB23D77F5941
574;80;269;380000;3;;;121608;;;;;010200002031BF0D0002000000D0D0A9B5F9813841088204E425DD594182D3906D31BB36411C6FEB23D77F5941
575;322;324;220000;3;;50;49216;;;;;010200002031BF0D00020000003B828D1580033341212A6004ACB258414A8CE265C90F344172EF057554B65841
576;388;252;220000;3;;;9513;;;;;010200002031BF0D0002000000407E007CA2E72E41DF8EA9A34DD35741E3934F6FAABA2E41AFA7F905BBDF5741
577;214;374;220000;3;;50;32787;;;;;010200002031BF0D0002000000E7BD2F09EE6A2D41A1F41BA5AEF0594108CF750634582E41681853A5F4125A41
578;214;389;220000;6;;50;1688;;;;;010200002031BF0D0002000000E7BD2F09EE6A2D41A1F41BA5AEF059412EA53AB661502D41CE66EE9F9FEF5941
579;389;374;220000;3;;50;33114;;;;;010200002031BF0D00020000002EA53AB661502D41CE66EE9F9FEF594108CF750634582E41681853A5F4125A41
580;390;24;220000;3;1;50;24702;1.97616;7.90464;284.073;32.1126;010200002031BF0D00020000000894C882AF1631411E5D50FFE19A5B411A6D37CCB385304153321A9231905B41
581;82;390;220000;3;1;50;19436;1.55488;6.21952;223.514;25.2668;010200002031BF0D00020000007165AF326040314190F1A7E13C8D5B410894C882AF1631411E5D50FFE19A5B41
582;22;391;220000;3;;;18353;;;;;010200002031BF0D0002000000F6CA681CEB422F415C074954BD465B412FACC0BB180D304171659FCB0E545B41
583;95;236;220000;3;2;;70909;2.83636;22.69088;815.4535;184.3634;010200002031BF0D00020000007ECF136EB8C427417AD71D8F3C2E584177517C01DEC4264194E3404C527A5841
584;348;225;220000;6;;50;8808;;;;;010200002031BF0D0002000000BE120F1C66582B41CD1DA70B130357410EF54C0EFD082B41FBD76571420A5741
585;392;348;380000;3;;;22980;;;;;010200002031BF0D0002000000BF00DC2D980E2C41DC2B3AC081105741BE120F1C66582B41CD1DA70B13035741
586;392;393;220000;3;;;10791;;;;;010200002031BF0D0002000000BF00DC2D980E2C41DC2B3AC08110574141F9452151F72B410CEBCD02EC035741
587;392;393;380000;3;;;9656;;;;;010200002031BF0D0002000000BF00DC2D980E2C41DC2B3AC08110574141F9452151F72B410CEBCD02EC035741
588;394;225;380000;;;;27501;;;;;010200002031BF0D00020000006F217DDF4C562A4127D2A2A72E0157410EF54C0EFD082B41FBD76571420A5741
589;188;348;380000;3;;;82181;;;;;010200002031BF0D00020000008B7881ABC1452D41DF5D9E8E72565741BE120F1C66582B41CD1DA70B13035741
590;228;395;220000;3;;;12240;;;;;010200002031BF0D000200000079DE7EB9CE9E2E414293D833A3325741003A7514B91A2E41DE0DA031562C5741
591;229;395;220000;3;;;77251;;;;;010200002031BF0D00020000006F9A324C90082C416E057D4F67115741003A7514B91A2E41DE0DA031562C5741
592;396;397;450000;;;0;266556;;;;;010200002031BF0D00020000001C92499F49543641C111E3FAFD745C41F4DFD4FD50593241BD7381352E475B41
593;229;392;220000;3;;;878;;;;;010200002031BF0D00020000006F9A324C90082C416E057D4F67115741BF00DC2D980E2C41DC2B3AC081105741
594;210;252;380000;3;;;12774;;;;;010200002031BF0D00020000004BB3B38F13392F412781F30BA0E15741E3934F6FAABA2E41AFA7F905BBDF5741
595;398;252;380000;3;;;30516;;;;;010200002031BF0D0002000000A3B436FAB24E2F4160DC97705BD75741E3934F6FAABA2E41AFA7F905BBDF5741
596;398;312;380000;3;;;38236;;;;;010200002031BF0D0002000000A3B436FAB24E2F4160DC97705BD757411B65190293EF2F4122B2F512CAB85741
597;399;224;380000;12;4;;1871;0.002923;0.46775;25.6327;77.8336;010200002031BF0D000200000098C1D65BE9AA3141A1B63B97C09F5741BFC08938C7A63141D8B7727262A05741
598;214;400;220000;3;;;38676;;;;;010200002031BF0D0002000000E7BD2F09EE6A2D41A1F41BA5AEF0594187205049ECAE2D41E223982EFBBB5941
599;23;401;220000;6;;;48412;;;;;010200002031BF0D0002000000C9B36FD06EF73041BB30B7F0FF2E5B413135DBC65A1332416B9BDD602B4B5B41
600;371;336;220000;;;;39322;;;;;010200002031BF0D00020000009818855A0A6B3241A615F1E7C82E5841E9B3239C6E3D334134E5D6CC40315841
601;298;303;220000;3;;;104746;;;;;010200002031BF0D000200000024039644C7162F41A67628639607584113EB6589782F314121F6A36CC1DE5741
602;398;312;380000;3;;;38323;;;;;010200002031BF0D0002000000A3B436FAB24E2F4160DC97705BD757411B65190293EF2F4122B2F512CAB85741
603;402;54;220000;3;2;;9616;0.38464;3.07712;110.584;25.0016;010200002031BF0D0002000000E69C589963772D4138F226D60F2058413852DD9F764B2D41F2259BFD172B5841
604;398;252;380000;3;;;30516;;;;;010200002031BF0D0002000000A3B436FAB24E2F4160DC97705BD75741E3934F6FAABA2E41AFA7F905BBDF5741
605;210;252;380000;3;;;12774;;;;;010200002031BF0D00020000004BB3B38F13392F412781F30BA0E15741E3934F6FAABA2E41AFA7F905BBDF5741
606;371;336;220000;3;;;39322;;;;;010200002031BF0D00020000009818855A0A6B3241A615F1E7C82E5841E9B3239C6E3D334134E5D6CC40315841
607;28;403;220000;3;;;4549;;;;;010200002031BF0D00020000007B8BB30BDF2F3041A4346A51F5135B4163163CA7BB1D3041BCFF08BE2D175B41
608;30;28;220000;6;;;11530;;;;;010200002031BF0D00020000002EF47264C6233041CB68197B02065B417B8BB30BDF2F3041A4346A51F5135B41
609;28;404;220000;3;;;7031;;;;;010200002031BF0D00020000007B8BB30BDF2F3041A4346A51F5135B419EDA95274E1F3041F512BC12211B5B41
610;404;403;220000;3;;;3107;;;;;010200002031BF0D00020000009EDA95274E1F3041F512BC12211B5B4163163CA7BB1D3041BCFF08BE2D175B41
611;394;348;380000;3;;;23540;;;;;010200002031BF0D00020000006F217DDF4C562A4127D2A2A72E015741BE120F1C66582B41CD1DA70B13035741
612;405;348;380000;3;;;48409;;;;;010200002031BF0D0002000000D54697E481622941FDA8EFDD81125741BE120F1C66582B41CD1DA70B13035741
613;281;406;220000;3;;;36610;;;;;010200002031BF0D000200000037D2E0E68B3836414EA18D5B817557418D6678AF83D536413590EFB09F925741
614;281;406;220000;3;;;36533;;;;;010200002031BF0D000200000037D2E0E68B3836414EA18D5B817557418D6678AF83D536413590EFB09F925741
615;407;406;220000;3;;;24409;;;;;010200002031BF0D000200000025B8920BFB493741053656EB85A057418D6678AF83D536413590EFB09F925741
616;407;406;220000;3;;;24482;;;;;010200002031BF0D000200000025B8920BFB493741053656EB85A057418D6678AF83D536413590EFB09F925741
617;6;290;220000;3;;;14726;;;;;010200002031BF0D00020000006502F142D3D8304173A488DD21345A41E408A0B5872231419DB4A2B996285A41
618;215;408;300000;;;0;189551;;;;;010200002031BF0D000200000019F6334292D62841D85060D315BA5A417B14AE47DE7724410AD7A310DD9B5B41
619;215;409;300000;;;0;189505;;;;;010200002031BF0D000200000019F6334292D62841D85060D315BA5A41B81E856BD57724417B14AEE70A9C5B41
620;310;392;220000;;;;112455;;;;;010200002031BF0D0002000000FCF2C83D9B023041298046CD2F565741BF00DC2D980E2C41DC2B3AC081105741
621;310;392;380000;;;;113434;;;;;010200002031BF0D0002000000FCF2C83D9B023041298046CD2F565741BF00DC2D980E2C41DC2B3AC081105741
622;24;261;220000;3;1;;63310;5.0648;20.2592;728.065;82.303;010200002031BF0D00020000001A6D37CCB385304153321A9231905B412CDE0082E1A72F410FC4E8BEB1DF5B41
623;218;223;220000;6;;;12509;;;;;010200002031BF0D00020000005DF70320E35F2C411B395FE0E53558412BF2B48001E22C410473D04DD8395841
624;410;54;220000;3;;;37257;;;;;010200002031BF0D00020000008E49F4F304E32E413108042EC22058413852DD9F764B2D41F2259BFD172B5841
625;410;300;380000;3;;;45271;;;;;010200002031BF0D00020000008E49F4F304E32E413108042EC2205841103CDE2EEA0B3041E6F4F52A30525841
626;411;54;220000;;;;3086;;;;;010200002031BF0D0002000000B96179DEBF6E2D4162454EC2AD2B58413852DD9F764B2D41F2259BFD172B5841
627;275;294;220000;6;2;;46045;0.9209;14.7344;529.5175;239.434;010200002031BF0D0002000000B0DA29EE2C4030414E6927BA7D7A5941F3095B2149E42F41D5D8A21590B15941
628;412;50;220000;6;;;2842;;;;;010200002031BF0D0002000000224B41C6185D2C4186D21517F5F15741173DE697F93D2C41487A6C014BF15741
629;214;154;380000;3;4;;26549;0.165931;6.63725;363.7213;276.1096;010200002031BF0D0002000000E7BD2F09EE6A2D41A1F41BA5AEF059411647AB8E3B6A2C41B8EEACA7E3E35941
630;288;234;220000;6;;;3637;;;;;010200002031BF0D0002000000A9305C6BF99C3141B18B099F4E0E5A41DDEF0A7738B33141D51908C7F80D5A41
631;288;413;220000;6;;;2421;;;;;010200002031BF0D0002000000A9305C6BF99C3141B18B099F4E0E5A416016787057A53141EAD8B325850B5A41
632;268;331;220000;3;2;50;18210;0.7284;5.8272;209.415;47.346;010200002031BF0D00020000003F696DEE05C43541D2B01DE29929594195E495B01116364102C3575BFA2A5941
633;287;414;220000;3;1;50;38821;3.10568;12.42272;446.4415;50.4673;010200002031BF0D0002000000724AD5DC456E2F412651742B18B85A416398885BA1F62D41608FE6A6C1B65A41
634;268;315;380000;;;50;30264;;;;;010200002031BF0D00020000003F696DEE05C43541D2B01DE299295941369A55BBA0313541AB159DCA92175941
635;50;51;380000;3;4;50;120873;0.755456;30.21825;1655.9601;1257.0792;010200002031BF0D0002000000173DE697F93D2C41487A6C014BF157410DDA2C5716572A4185C03102E25B5741
636;248;358;220000;3;2;50;484;0.01936;0.15488;5.566;1.2584;010200002031BF0D000200000052C353DB2AF3264193DF5E1C7A2C58416B8A995C1AEE2641E3FC2338872C5841
637;248;359;220000;3;2;50;1110;0.0444;0.3552;12.765;2.886;010200002031BF0D000200000052C353DB2AF3264193DF5E1C7A2C5841B5066CD74AFC26413E529052AD2B5841
638;50;415;380000;3;4;50;802;0.005013;0.2005;10.9874;8.3408;010200002031BF0D0002000000173DE697F93D2C41487A6C014BF1574123501ADED1372C419DEA4B7DEBF15741
639;268;62;380000;3;3;50;81702;0.68085;20.4255;1119.3174;637.2756;010200002031BF0D00020000003F696DEE05C43541D2B01DE299295941060365A0E0A236418B97D4B9FBD15841
640;58;157;380000;3;;50;207;;;;;010200002031BF0D0002000000FC4A112650CA2C416A23B8F026F15A413E0AD76319CD2C41333333331FF15A41
641;58;157;380000;3;;50;177;;;;;010200002031BF0D0002000000FC4A112650CA2C416A23B8F026F15A413E0AD76319CD2C41333333331FF15A41
642;156;158;220000;3;;50;143;;;;;010200002031BF0D0002000000F9E95ED1815C2B4187D478C297DF5A41615A168E6B5B2B41C2A2E24FE1DF5A41
643;156;158;220000;3;;50;113;;;;;010200002031BF0D0002000000F9E95ED1815C2B4187D478C297DF5A41615A168E6B5B2B41C2A2E24FE1DF5A41
644;16;380;380000;3;4;50;26176;0.1636;6.544;358.6112;272.2304;010200002031BF0D0002000000F1AA1A8A59473241988495ADF2315A416C2AFF27F8AE324198B359BA2A145A41
645;24;261;220000;3;1;50;63307;5.06456;20.25824;728.0305;82.2991;010200002031BF0D00020000001A6D37CCB385304153321A9231905B412CDE0082E1A72F410FC4E8BEB1DF5B41
646;115;418;380000;3;4;50;20673;0.129206;5.16825;283.2201;214.9992;010200002031BF0D0002000000F725024728EF2541C06C5899E92B5941F6285C0F3A1C25410AD7A3106C385941
647;416;418;380000;3;4;50;3765;0.023531;0.94125;51.5805;39.156;010200002031BF0D000200000042B25EE01E1E25415C1C618AFB325941F6285C0F3A1C25410AD7A3106C385941
648;417;418;380000;3;4;50;34211;0.213819;8.55275;468.6907;355.7944;010200002031BF0D0002000000B672BEEA3E1B2441E9F818B0C95B5941F6285C0F3A1C25410AD7A3106C385941
649;419;421;220000;6;2;50;42194;0.84388;13.50208;485.231;219.4088;010200002031BF0D000200000009C5634E96A03241F9AA2EF4E0D556419A9999D9082C334185EB5108BCF95641
650;420;421;220000;6;2;50;694;0.01388;0.22208;7.981;3.6088;010200002031BF0D00020000006BAD6C3F06283341C276E53A38FA56419A9999D9082C334185EB5108BCF95641
