l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km
1,235966081,399307647,275000,6,line,50,,,58660.0,,,,
2,235943019,399307646,275000,3-6,line,50,,,100116.0,,,,
3,273399306,273399307,275000-132000,12-6,line,50,,,26675.0,,,,
4,273399306,273402715,275000-132000,12-6,line,50,,,6005.0,,,,
5,273399307,159635622,275000,3-6,line,50,,,32740.0,,,,
6,273399307,164030108,275000,6,line,50,,,13151.0,,,,
7,273399307,160691170,275000,6,line,50,,,13328.0,,,,
8,164030097,164030106,275000,6,line,50,,,6678.0,,,,
9,164030097,162530613,275000,6,line,50,,,3561.0,,,,
10,315285269,163052518,275000,3,line,50,,,54.0,,,,
11,164030103,162362060,275000,3-6,line,50,,,9957.0,,,,
12,235389849,235705579,275000-132000,3-12-6,line,50,,,23043.0,,,,
13,235389849,235389873,275000-132000,3-12-6,line,50,,,13940.0,,,,
14,235389849,235501402,275000,3-6,line,50,,,39645.0,,,,
15,164030108,154829799,275000-132000,12-6,line,50,,,12761.0,,,,
16,107958813,163052518,275000,6,line,50,,,43171.0,,,,
17,159635622,162362056,275000,3-6,line,50,,,18503.0,,,,
18,320246940,399307646,275000,6,line,50,,,25517.0,,,,
19,343160946,317226720,275000-132000,3-12-6,line,50,,,15149.0,,,,
20,159469213,342946809,275000,6,line,50,,,22795.0,,,,
21,160329904,273402715,275000-132000,12-6,line,50,,,7523.0,,,,
22,162530613,162362060,275000-132000,3-12-6,line,50,,,30441.0,,,,
23,162530613,162362059,275000-132000,12-6,line,50,,,14193.0,,,,
24,343186249,317226720,275000,3-6,line,50,,,14105.0,,,,
25,343186249,343186662,275000,3-6,line,50,,,8959.0,,,,
26,317124038,313430364,275000,6,line,50,,,38456.0,,,,
27,162362056,162362060,275000,3-6,line,50,,,15407.0,,,,
28,198133705,154829799,275000-132000,12-6,line,50,-TNB,,5233.0,,,,
29,162362059,160691170,275000,6,line,50,,,3644.0,,,,
30,162362059,162362060,275000,3-6,line,50,,,21202.0,,,,
31,343156651,317226720,275000,6,line,50,,,26204.0,,,,
32,396464338,286220189,275000,6,line,50,,,21556.0,,,,
33,317226720,239363698,275000,6,line,50,,,38113.0,,,,
34,397123940,235705579,275000,6,line,50,,,2212.0,,,,
35,163052781,163052518,275000,6,line,50,,,3723.0,,,,
36,399307642,399307646,275000,3-6,line,50,,,34727.0,,,,
