l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km
1,95201299,281165325,230000,,line,,Athenia - Belleville 230kV transmission line-Belleville - Penhorn 230kV transmission line,PJM,18720.0,,,,
2,95201299,412191877,230000,,line,,,PJM,6210.0,,,,
3,94761499,42092946,230000,3-6,line,,-Branchburg - Sunnymeade 230kV transmission line-Deans - Pierson Ave 230kV transmission line,,33418.0,,,,
4,42688046,95939315,230000,,line,,Deans - Pierson Ave 230kV transmission line,,13955.0,,,,
5,95917629,95805751,230000,,line,,Freneau - NJT Aberdeen 230kV transmission line,,3427.0,,,,
6,326910475,94808794,230000,3-6,line,60,-230kV transmission line,,16558.0,,,,
7,326910475,95917053,230000,3-6,line,,230kV transmission line,,22683.0,,,,
8,95305798,95635620,230000,,line,,230kV Transmission Line,PJM,5017.0,,,,
9,95305798,95635618,230000,,line,,230kV Transmission Line,PJM,1839.0,,,,
10,95305798,71071448,230000,,line,,230kV Transmission Line,,26420.0,,,,
11,95795282,95789156,230000,,line,,Glen Gardner to Chester 230kV transmission line,,24717.0,,,,
12,42677847,95919454,230000,,line,,Lakewood - Larrabee 230kV transmission line,,8446.0,,,,
13,42677847,95131944,230000,3-6,line,,-230 kV Transmission Line,,76802.0,,,,
14,42677847,42678015,230000,,line,,Larrabee - Smithburg 230kV transmission line,,19461.0,,,,
15,42677847,95805366,230000,,line,,230kV transmission line,,53387.0,,,,
16,42677847,95831787,230000,,line,,230kV Transmission Line,,73388.0,,,,
17,95789156,94808794,230000,,line,,-230kV transmission line,,35896.0,,,,
18,412191877,94783939,230000,3,line,60,,PJM,12312.0,,,,
19,95635620,95131944,230000,3,line,,230kV Transmission Line,PJM,23636.0,,,,
20,102033582,102135174,230000,,line,,Bridgeport - Pedricktown 230kV transmission line,,4308.0,,,,
21,95264459,40334135,230000,,line,,230kV Transmission Line,,29658.0,,,,
22,95264459,95131944,230000,3-6,line,,-230kV Transmission Line,,11056.0,,,,
23,94808794,94783939,230000,3-6,line,60,,,4353.0,,,,
24,94808794,418988645,230000,3-6,line,60,-230kV transmission line,,65954.0,,,,
25,95831787,42092946,230000,3,line,60,-230kV Transmission Line,,31443.0,,,,
26,95942920,102135174,230000,,line,,Pedricktown - Chambers 230kV transmission line,,15559.0,,,,
27,95919432,95919436,230000,,line,,Manitou - Oyster Creek 230kV transmission line,,17863.0,,,,
28,95919432,95919437,230000,,line,,Manitou - Leisure Village 230kV transmission line,,11586.0,,,,
29,95919437,95919454,230000,,line,,Lakewood - Leisure Village 230kV transmission line,,3885.0,,,,
30,42092946,94783939,230000,3,line,60,Branchburg-Roseland-Hudson,,48385.0,,,,
31,42092946,94783955,230000,,line,,,,14877.0,,,,
32,95656880,95645152,230000,6,line,,,,14051.0,,,,
33,95805366,95917053,230000,3-6,line,,-230kV transmission line,,13939.0,,,,
34,180628927,94783939,230000,3,line,60,,,75859.0,,,,
35,180628927,180628955,230000,3-6,line,60,,,27797.0,,,,
36,262147746,94783955,230000,,line,,,,4826.0,,,,
37,262147746,95917053,230000,,line,,,,9907.0,,,,
38,95894478,378250807,230000,,line,,,,8860.0,,,,
39,71516164,95131356,500000,,line,,,,40977.0,,,,
40,95131944,95131338,500000,,line,,,PJM,77078.0,,,,
41,95131944,95131356,500000,,line,,,,68930.0,,,,
42,41742985,42092946,500000,3,line,60,,,2274.0,,,,
43,95421743,42092946,500000,3,line,60,Alburtis - Branchburg 500kV transmission line,,1953.0,,,,
44,42092946,94761499,500000,3,line,60,Branchburg - Deans 500kV transmission line,PJM,32177.0,,,,
45,94761499,42678015,500000,3,line,,Deans - Smithburg 500kV transmission line,,28884.0,,,,
46,94761499,86473260,500000,3,line,,Salem to Deans 500 kV transmission line,,22345.0,,,,
47,95131356,86473260,500000,,line,,,,587.0,,,,
