l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km
1,89709585,104299383,138000,,line,,Bloom - Matteson 138kV transmission line,,9753.0,,,,
2,89480216,89705943,138000,3-6,line,60,,,9760.0,,,,
3,89480216,89705946,138000,3-6,line,60,,,8634.0,,,,
4,89480216,93204564,138000,,line,,138kV transmission line,,18004.0,,,,
5,89480216,202145119,138000,3-6,line,60,,,6035.0,,,,
6,102575133,156582012,138000,,line,,138kV transmission line,,6537.0,,,,
7,102577182,156582012,138000,,line,,138kV transmission line,,10000.0,,,,
8,178383395,43086055,138000,3-6,line,60,,,7814.0,,,,
9,178383395,95999530,138000,3-6,line,60,,,16009.0,,,,
10,95999528,95999530,138000,3-6,line,60,,,9647.0,,,,
11,95999530,116856690,138000,3-6,line,60,,,6698.0,,,,
12,71870004,177545384,138000-345000,9-3-12,line,60,,,14572.0,,,,
13,71870004,175821628,138000-345000,9-3-12-6,line,60,,,8921.0,,,,
14,71870004,33127849,138000-345000,3-12,line,60,,ComEd,22728.0,,,,
15,44758583,42853607,138000,3-6,line,60,,,37569.0,,,,
16,95063618,52007676,138000,,line,,,ComEd,5683.0,,,,
17,95063618,95063623,138000,,line,,,ComEd,3318.0,,,,
18,28705347,176907954,345000-138000,3-6,line,60,,,30197.0,,,,
19,52035154,52008692,138000,,line,,,ComEd,9561.0,,,,
20,52035154,33127849,138000,,line,,,,6767.0,,,,
21,95161939,44391737,138000,6,line,,,,2755.0,,,,
22,42851924,43315609,138000-345000,3-6,line,60,,,42178.0,,,,
23,42851924,43529019,138000-345000,3-6,line,60,,,28125.0,,,,
24,156582012,47058568,138000-345000,3-6,line,60,-138kV transmission line,,6668.0,,,,
25,192641168,177257759,138000,3,line,60,,,17117.0,,,,
26,70683794,177545384,138000-345000,3-12,line,60,,,13545.0,,,,
27,26320534,188551149,138000,,line,,,ComEd,5594.0,,,,
28,26320534,24887581,138000,3-6,line,60,-138kV line,,5649.0,,,,
29,26320534,43133388,138000,3-6,line,60,,,7813.0,,,,
30,157842608,176884615,138000,3-6,line,60,-West Frankfort - West Franfort East 138kV,Ameren Illinois,8457.0,,,,
31,24885939,24886758,138000,6,line,60,,Commonwealth Edison,5732.0,,,,
32,111536313,181036332,138000,,line,,,,8851.0,,,,
33,164422334,164422336,138000,3,line,60,,,59.0,,,,
34,43310282,43133388,138000,6,line,60,,,12489.0,,,,
35,42853607,43086055,138000,3-6,line,60,,,15869.0,,,,
36,103532273,103532292,138000-345000,,line,,-Hegewisch Substation,,18344.0,,,,
37,52008692,103533968,138000,,line,,,ComEd,24392.0,,,,
38,24888067,24886742,138000,6,line,60,,ComEd,10258.0,,,,
39,47015693,311354363,138000,3,line,60,,,9105.0,,,,
40,92216603,33127849,138000,,line,,,ComEd,25212.0,,,,
41,192332574,177257759,138000,3,line,60,,,30548.0,,,,
42,214219062,214219066,138000,,line,,,ComEd,9099.0,,,,
43,177545527,177545537,138000,3,line,60,,,1552.0,,,,
44,175821628,214219066,138000,3-6,line,60,,ComEd,14160.0,,,,
45,214219066,86193601,138000,,line,,,ComEd,4054.0,,,,
46,28520830,24886758,138000,3-6,line,60,,Commonwealth Edison,4462.0,,,,
47,24886742,24886758,138000,3,line,60,,,83.0,,,,
48,184516768,116856798,138000,3-6,line,60,,,9678.0,,,,
49,170772176,244897154,161000,3-6,line,60,,,5338.0,,,,
50,170481316,248574375,161000-69000,3-6,line,60,,,16572.0,,,,
51,170481316,170481597,161000,3,line,60,,,10252.0,,,,
52,170481316,170481648,161000,3,line,60,,,3861.0,,,,
53,170481624,170481597,161000,3,line,60,,,17298.0,,,,
54,157842586,157842490,161000,3,line,60,,,679.0,,,,
55,103591940,43929667,345000,,line,,-345kV transmission line,ComEd,20081.0,,,,
56,104336398,104334522,345000,3,line,60,Quad Cities - Sub 91 345kV,,21932.0,,,,
57,177247759,177247788,345000,3-6,line,60,,,23791.0,,,,
58,177247759,177076012,345000,3,line,60,,,76219.0,,,,
59,153209366,177340098,345000,3,line,60,,,18905.0,,,,
60,170481687,47015693,345000,3,line,60,,,20903.0,,,,
61,170481687,421376693,345000,3,line,60,,,306.0,,,,
62,170481687,170481600,345000,3,line,60,,,180.0,,,,
63,170481687,176733289,345000,3,line,60,Byron - Lee County Energy Center 345kV,,31354.0,,,,
64,89480216,26206319,345000,3-6,line,60,-345kV transmission line,,57856.0,,,,
65,89480216,52008692,345000,3,line,60,,ComEd,17358.0,,,,
66,102577182,156582012,345000,,line,,345kV transmission line,,10168.0,,,,
67,102577182,43929667,345000,3-6,line,60,,,39827.0,,,,
68,43092005,116856798,345000,3-6,line,60,,,58510.0,,,,
69,43092005,43086055,345000,3-6,line,60,,,28264.0,,,,
70,43092005,43133388,345000,3-6,line,60,,,24723.0,,,,
71,71870004,33127731,345000,3-6,line,60,,Commonwealth Edison,20316.0,,,,
72,93204543,33127731,345000,3-6,line,60,,Commonwealth Edison,21863.0,,,,
73,157480015,177210181,345000,3-6,line,60,,,33633.0,,,,
74,170481626,282506431,345000,3,line,60,,,67.0,,,,
75,170481626,170481316,345000,3,line,60,,,24873.0,,,,
76,170481626,170481578,345000,3,line,60,,,64.0,,,,
77,170481626,104334522,345000,3-6,line,60,,,3586.0,,,,
78,176889941,176889945,345000,3,line,60,,,138.0,,,,
79,176889941,176889947,345000,3,line,60,,,128.0,,,,
80,176889941,389629674,345000,3-6,line,60,,,28646.0,,,,
81,176889941,176915613,345000,3-6,line,60,,,83043.0,,,,
82,176889941,392195792,345000,3-6,line,60,,,22058.0,,,,
83,176889941,157842593,345000,3-6,line,60,,,63414.0,,,,
84,177059088,177059142,345000,3,line,60,,,83.0,,,,
85,177059088,153009579,345000,3,line,60,,,77531.0,,,,
86,177059088,177059091,345000,3,line,60,,,23663.0,,,,
87,176749154,419539161,345000,3,line,60,,,135.0,,,,
88,176749154,52008692,345000,3-6,line,60,-345kV transmission line,ComEd-Commonwealth Edison,204739.0,,,,
89,176749154,43929667,345000,3-6,line,60,-345kV transmission line,Commonwealth Edison,145011.0,,,,
90,176749154,177081445,345000,3-6,line,60,,,15375.0,,,,
91,176733289,117681050,345000,3,line,60,,,125.0,,,,
92,176733289,43315609,345000,3,line,60,Byron - Wempletown 345kV,Commonwealth Edison,45525.0,,,,
93,177333262,177257759,345000,3,line,60,Kansas West - Sidney 345kV,Ameren Illinois,56924.0,,,,
94,26206319,187599022,345000,3-6,line,60,-345kV transmission line,,41116.0,,,,
95,26206319,26206102,345000,3,line,60,,,362.0,,,,
96,26206319,103567861,345000,3-6,line,60,-345kV transmission line,Commonwealth Edison,37001.0,,,,
97,40397417,201933962,345000,3,line,60,,,959.0,,,,
98,156582012,102601566,345000,3-6,line,60,,,28742.0,,,,
