l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km,not_accurate
1,174530566,31367937,110000,6,line,50,,,21836.0,,,,,Yes
2,174530566,202831211,110000,9,line,,,,6394.0,,,,,
3,43667465,43688805,110000,9,line,,Anlage 135,,8965.0,,,,,Yes
4,43667469,146363949,110000,,cable,,,,2751.0,,,,,
5,43667469,46887602,110000,6,line,,-Anlage 131- PUN-SHW- KON-SHW ( 2 x 110 kV)-Anlage 141 - KON-SHW - KON-LBW-Anlage 117- KON-SHW- LBW-PUN ( 2 x 110 kV),Neckarwerke,6509.0,,,,,Yes
6,43667469,136394387,110000,6,line,,-Anlage 117- GSH-PUN ( 2 X 110 kV)-Anlage 141 - KON-SHW - KON-LBW-Anlage 117- PUN-SHW- LBW-PUN ( 2 x 110 kV)-Anlage 117- KON-SHW- LBW-PUN ( 2 x 110 kV),Neckarwerke,15419.0,,,,,Yes
7,43667469,43688805,110000,12,line,50,-Anlage 129-PUN-GSH- PUN-SHW- LBW-PUN ( 4 x 110 kV)-Anlage 141 - KON-SHW - KON-LBW-Anlage 117- KON-SHW- LBW-PUN ( 2 x 110 kV)-Anlage 117- PUN-SHW- LBW-PUN ( 2 x 110 kV),Neckarwerke,9504.0,,,,,Yes
8,43667469,43667471,110000,12,line,,Anlage 141 - KON-SHW - KON-LBW,Neckarwerke,3903.0,,,,,Yes
9,43667471,45403140,110000,6,line,,ALD-KON 110 kV- ALD-EDS 110 kV-FLWST-METNG 2x 110 kV-ALD-KON 110 kV- EDS-KON 110 kV,EnBW-Neckarwerke,6720.0,,,,,Yes
10,43667471,48428875,380000,6,line,,EDS-KON 110 kV-EDS-WDL 380 kV- ALD-EDS 110 kV- EDS-KON 110 kV-FLWST-METNG 2x 110 kV-ALD-EDS 110 kV- EDS-KON 110 kV-ALD-KON 110 kV- EDS-KON 110 kV,EnBW-Neckarwerke,18707.0,0.0125,0.125,27.4,5.2,Yes
11,41334801,147878692,380000,10,line,0,,DB_Energie-DB Energie GmbH-EnBW-DB_Energie,4218.0,0.0075,0.075,45.6666666667,8.66666666667,Yes
