l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km
1,176434079,120735391,345000,3-6,line,60,,,27527.0,,,,
2,176434079,176218684,345000,3-6,line,60,,,86473.0,,,,
3,176434079,123213038,345000-69000-138000,3-6,line,60,,,83765.0,,,,
4,43520011,123213038,345000-138000,9-3-6,line,60,,,55944.0,,,,
5,176106518,176124346,345000,3,line,60,,,17902.0,,,,
6,176106518,176113081,345000,3,line,60,Fox River - Point Beach 345kV,American Transmission Company,55187.0,,,,
7,176106518,176104615,345000,3,line,60,North Appleton - Fox River 345kV,American Transmission Company,12847.0,,,,
8,176332697,176104615,345000,3,line,60,North Appleton - Fitzgerald 345kV,American Transmission Company,61454.0,,,,
9,176332697,176218684,345000,3,line,60,South Fond du Lac - Fitzgerald 345kV,American Transmission Company,35010.0,,,,
10,176238747,28269279,345000,3-6,line,60,,,48441.0,,,,
11,176238747,176238802,345000-115000,3-12,line,60,,,1900.0,,,,
12,176238747,176263711,345000-115000-138000,9-3-12-6,line,60,,,81795.0,,,,
13,176263710,28269279,345000,3,line,60,Rocky Run - Arpin 345kV,American Transmission Company,32214.0,,,,
14,176263710,105035946,345000,3,line,60,,,71236.0,,,,
15,40788257,156432845,345000-138000,3-6,line,60,,,2788.0,,,,
16,40788257,156432846,345000,3,line,60,-Pleasant Prairie - Racine 345kV transmission line,,20358.0,,,,
17,176104615,176110934,345000,3,line,60,North Appleton - Werner West 345kV,American Transmission Company,31359.0,,,,
18,176104615,176113080,345000,3,line,60,North Appleton - Kewaunee 345kV,American Transmission Company,9971.0,,,,
19,176218680,176218684,345000-138000,3-6,line,60,,,64790.0,,,,
20,176218680,156691053,345000-138000,3-6,line,60,,,53757.0,,,,
21,176113081,109774222,345000,3,line,60,,,143.0,,,,
22,176113081,176339407,345000-138000,3-6,line,60,-Forest Junction - Cypress 345kV,American Transmission Company,93490.0,,,,
23,176113081,176124346,345000-138000,3-6,line,60,,,49508.0,,,,
24,176113081,176218683,345000-138000,3-6,line,60,,,81945.0,,,,
25,176113081,176113080,345000,3,line,60,Kewaunee - Point Beach 345kV,American Transmission Company,9086.0,,,,
26,156432845,40836734,345000,3-6,line,60,-Pleasant Prairie - Racine 345kV transmission line-Pleasant Prairie - Arcadian 345kV transmission line,,77816.0,,,,
27,156432846,40836734,345000-138000-230000,3-6,line,60,,,58935.0,,,,
28,156432846,362102766,345000-138000,3-6,line,60,,,19674.0,,,,
29,176266191,176264958,345000,3,line,60,Morgan - Plains 345kV,American Transmission Company,45024.0,,,,
30,176110934,28269279,345000-138000,3-6,line,60,-Werner West - Rocky Run 345kV,American Transmission Company,5027.0,,,,
31,176110934,176263711,345000-138000,3-6,line,60,,,39254.0,,,,
32,176339407,156430944,345000-138000,3-6,line,60,,,103703.0,,,,
33,176339407,156691053,345000-138000,3-6,line,60,,,81532.0,,,,
34,176339407,40836734,345000-138000,3-6,line,60,-Arcadian - Granville 345kV transmission line,ATC,116470.0,,,,
35,176264958,176263711,345000-138000,3-6,line,60,,,46197.0,,,,
