l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km
1,291359240,192568936,230000-115000,3-6,line,60,,,14156.0,,,,
2,291359240,375037522,230000-115000,3-6,line,60,,,115075.0,,,,
3,100113580,105540920,230000,9-3,line,,,,71879.0,,,,
4,100113580,106217467,230000,9-3,line,,,,78946.0,,,,
5,100113580,105540928,230000,9-3,line,,,,55272.0,,,,
6,93167114,93859592,230000,3-6,line,,,,13059.0,,,,
7,104068619,104066138,230000,3,line,,,,8792.0,,,,
8,134153230,128522941,230000-115000,3-6,line,,,PRPA,33043.0,,,,
9,64225295,105692127,230000-115000,3-6,line,,,,13389.0,,,,
10,64225295,42377520,230000-115000,9-3-6,line,,,,31844.0,,,,
11,64225295,64341967,230000-115000,9-3-6,line,,,,18811.0,,,,
12,64225295,419082251,230000,9-3-6,line,,,,35531.0,,,,
13,64225295,66112624,230000-115000,3-6,line,,,,4113.0,,,,
14,95440400,95440365,230000,3-6,line,,,,6622.0,,,,
15,95440400,364774037,230000,3-6,line,,,,9649.0,,,,
16,95440400,95609015,230000,3-6,line,,,,10108.0,,,,
17,95440400,51372803,230000,3-6,line,,,,12648.0,,,,
18,95440400,364772653,230000,3-6,line,,,,4473.0,,,,
19,133651009,42377520,230000,,line,,230kV transmission line,,139142.0,,,,
20,133651009,162628281,230000,3,line,,,,30450.0,,,,
21,133651009,133656149,230000,3,line,,,,4618.0,,,,
22,133651009,162655313,230000,3,line,,,,18558.0,,,,
23,131695171,128413938,230000-115000,3-6,line,,,,18592.0,,,,
24,131695171,80643442,230000,9-3-6,line,,230kV transmission line-Cabin Creek to Dillon 230kV transmission line,,52738.0,,,,
25,131695171,128329894,230000,3-6,line,,230kV transmission line-Cabin Creek to Dillon 230kV transmission line,,34729.0,,,,
26,131695171,133302129,230000,,line,,Blue River to Dillon 230kV transmission line,,27884.0,,,,
27,94835274,103625934,230000,3-6,line,,,,91846.0,,,,
28,94835274,95609693,230000,3-6,line,,,,11129.0,,,,
29,104066124,104066138,230000,3,line,60,,,420.0,,,,
30,105231951,66366108,230000,3-6,line,,,,10687.0,,,,
31,105231951,105231952,230000,3-6,line,,,,5459.0,,,,
32,105231951,258687252,230000,3-6,line,,,,13095.0,,,,
33,105231951,104351355,230000,3-6,line,,,,43119.0,,,,
34,105231951,104351353,230000,3-6,line,,,,29510.0,,,,
35,105231951,104303714,230000,3-6,line,,,,51988.0,,,,
36,105231951,104636010,230000,3-6,line,,,,40960.0,,,,
37,162655313,106028139,230000,3,line,,,,42971.0,,,,
38,375037522,81286418,230000,3,line,60,,,774.0,,,,
39,375037522,103749750,230000,3,line,,,,72729.0,,,,
40,375037522,103625934,230000,3,line,,,,16432.0,,,,
41,103629395,138397896,230000,3-6,line,,,PRPA,32761.0,,,,
42,103629395,103628426,230000,3-6,line,,,,42494.0,,,,
43,103629395,125670759,230000,3-6,line,,,PRPA,52740.0,,,,
44,133656149,162656957,230000,3,line,,,,40251.0,,,,
