l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km
1,139464963,164475690,500000,3,line,,,,81443.0,,,,
2,38327559,38327537,500000,,line,,500kV transmission line,APS,17183.0,,,,
3,38327559,168228084,500000,,line,,Independence - Keo 500kV,APS,57075.0,,,,
4,38327559,38327568,500000,3,line,,,APS,27789.0,,,,
5,38327559,97824720,500000,3,line,60,500kV transmission line,APS,81960.0,,,,
6,164551435,164551437,500000,3,line,,,,15897.0,,,,
7,164551435,164551438,500000,3,line,,,,4351.0,,,,
8,164551437,164551422,500000,3,line,60,,,36623.0,,,,
9,164551438,164475670,500000,3,line,,,,38947.0,,,,
10,38327568,164475670,500000,3,line,,,,30114.0,,,,
11,38327568,389629675,500000,3,line,,,,143.0,,,,
12,164475670,164475690,500000,3,line,,,,82635.0,,,,
13,164475670,38327515,500000,3,line,,Sheridan - Mabelvale 500 kV transmission line,,31939.0,,,,
14,164475675,164475618,500000,3,line,,,,75.0,,,,
15,164475675,164475690,500000,3,line,,,,504.0,,,,
16,164475690,164523242,500000,3,line,,,,80686.0,,,,
17,223368630,421287652,500000,,line,,,,2362.0,,,,
18,223368630,97863126,500000,,line,,,,30692.0,,,,
19,165570502,26194900,500000,3,line,60,Fort Smith - Arkansas Nuclear One 500kv,,68473.0,,,,
20,97824719,97824720,500000,,line,,500kV transmission line,,8765.0,,,,
21,26194900,39331421,500000,3,line,60,,,16397.0,,,,
22,26194900,38327515,500000,3,line,60,,,57782.0,,,,
23,97863126,168228084,500000,3,line,60,,,81171.0,,,,
24,38327515,38327537,500000,,line,,Mabelvale - Wrightsville 500 kV transmission line- Powerline,APS,23477.0,,,,
25,38327515,39331421,500000-115000,3-6,line,60,,,48239.0,,,,
26,168228084,202907989,500000,3,line,60,,,277.0,,,,
