109563300, 3727.62078556
109563300, 3727.62078556
109563300, 3727.62078556
109563300, 3727.62078556
153089335, 175.754291529
153089335, 175.754291529
153089335, 175.754291529
153089335, 175.754291529
351658282, 22.0420816207
351658282, 22.0420816207
25089292, 174.098953697
42920884, 374.601704809
88916009, 488.289648516
88916009, 488.289648516
41981219, 301.589597924
149987059, 11.1832970057
149987059, 11.1832970057
119109818, 248.726679655
119109818, 248.726679655
108374917, 225.975135964
108374917, 225.975135964
91655781, 294.033319194
91655781, 294.033319194
119109818, 248.726679655
119109818, 248.726679655
108374917, 225.975135964
108374917, 225.975135964
91655781, 294.033319194
91655781, 294.033319194
62002663, 211.366868661
62002663, 211.366868661
62002663, 211.366868661
62002663, 211.366868661
25209619, 447.202424294
25209619, 447.202424294
25209619, 447.202424294
25209619, 447.202424294
338361037, 504.614797776
338361037, 504.614797776
338361037, 504.614797776
338361037, 504.614797776
39366068, 281.635303168
39366068, 281.635303168
39366068, 281.635303168
39366068, 281.635303168
81354094, 427.17075158
81354094, 427.17075158
81354094, 427.17075158
81354094, 427.17075158
81354094, 427.17075158
81354094, 427.17075158
27163333, 139.295752783
27163333, 139.295752783
27163333, 139.295752783
27163333, 139.295752783
314993196, 199.326990551
314993196, 199.326990551
70807812, 463.991480484
70807812, 463.991480484
70807812, 463.991480484
70807812, 463.991480484
24532883, 210.851949567
24532883, 210.851949567
48960976, 73.1391733362
48960976, 73.1391733362
115611454, 487.067333976
115611454, 487.067333976
115611454, 487.067333976
115611454, 487.067333976
131956210, 199.509323468
131956221, 39.6662259187
131956210, 199.509323468
131956210, 199.509323468
131956221, 39.6662259187
131956210, 199.509323468
240547351, 199.200332822
240547351, 199.200332822
176082745, 156.300511347
176082745, 156.300511347
40897682, 231.38575852
40897682, 231.38575852
40897682, 231.38575852
40897682, 231.38575852
125686890, 241.292055711
125690615, 512.401109048
125690615, 512.401109048
125686890, 241.292055711
42799347, 302.806667802
42799347, 302.806667802
42799347, 302.806667802
42799347, 302.806667802
42809894, 234.016266655
156916026, 390.79990666
156916026, 390.79990666
42809894, 234.016266655
269823873, 268.569024892
41931527, 389.815741172
41931527, 389.815741172
269823873, 268.569024892
269823873, 268.569024892
41931527, 389.815741172
41931527, 389.815741172
269823873, 268.569024892
42809894, 234.016266655
156916026, 390.79990666
156916026, 390.79990666
42809894, 234.016266655
269823873, 268.569024892
269823873, 268.569024892
41931527, 389.815741172
41931527, 389.815741172
70807812, 463.991480484
70807812, 463.991480484
25091009, 391.318575343
25091009, 391.318575343
70807812, 463.991480484
70807812, 463.991480484
25091009, 391.318575343
25091009, 391.318575343
30132575, 227.468379129
30132575, 227.468379129
30132575, 227.468379129
30132575, 227.468379129
202837131, 289.390667576
27854189, 247.324210448
202839051, 370.27455919
202837131, 289.390667576
202837131, 289.390667576
27854189, 247.324210448
202839051, 370.27455919
202837131, 289.390667576
202837131, 289.390667576
27854189, 247.324210448
202839051, 370.27455919
202837131, 289.390667576
388252525, 256.932907267
388252525, 256.932907267
49263934, 218.725097382
49263934, 218.725097382
49263934, 218.725097382
49263934, 218.725097382
81154885, 462.838728493
81154885, 462.838728493
398896952, 436.982776117
398896952, 436.982776117
56234516, 281.194471378
56234520, 287.080511038
56234516, 281.194471378
10630667, 483.04272052
10630667, 483.04272052
56234520, 287.080511038
143891605, 225.021889833
143891605, 225.021889833
29023494, 271.03781141
29023494, 271.03781141
29023494, 271.03781141
29023494, 271.03781141
30342574, 361.699857691
30342574, 361.699857691
30342574, 361.699857691
30342574, 361.699857691
53542555, 347.329817346
143069423, 381.085789888
88715832, 437.809344616
88715832, 437.809344616
143069423, 381.085789888
345674981, 52.3304742919
345674981, 52.3304742919
345674981, 52.3304742919
345674981, 52.3304742919
221416889, 1090.0808216
221416889, 1090.0808216
221416889, 1090.0808216
221416889, 1090.0808216
221416889, 1090.0808216
221416889, 1090.0808216
221416889, 1090.0808216
221416889, 1090.0808216
40854819, 1535.62285347
40854819, 1535.62285347
40854819, 1535.62285347
40854819, 1535.62285347
7981921, 259.458984586
7981921, 259.458984586
7981921, 259.458984586
7981921, 259.458984586
43688806, 1053.15796948
43688806, 1053.15796948
43688806, 1053.15796948
43688806, 1053.15796948
169236155, 314.311729141
169236155, 314.311729141
24530173, 804.719554835
30419119, 272.210001684
30419119, 272.210001684
24530173, 804.719554835
59032800, 300.962807976
59032800, 300.962807976
24530173, 804.719554835
30419119, 272.210001684
30419119, 272.210001684
24530173, 804.719554835
59032800, 300.962807976
59032800, 300.962807976
30419119, 272.210001684
30419119, 272.210001684
148197443, 472.172656228
148197443, 472.172656228
102227200, 383.775697421
102227200, 383.775697421
102227200, 383.775697421
102227200, 383.775697421
25091009, 391.318575343
25091009, 391.318575343
70807808, 459.133831894
70807808, 459.133831894
43688806, 1053.15796948
43688806, 1053.15796948
43688806, 1053.15796948
43688806, 1053.15796948
27854189, 247.324210448
202837113, 1875.78501884
202837125, 235.421970352
202837125, 235.421970352
104906901, 358.116827212
27854189, 247.324210448
