l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km
1,93416192,88615577,230000,3-6,line,60,,PacifiCorp,15572.0,,,,
2,93416192,101458605,230000,3-6,line,60,,,23127.0,,,,
3,93416192,99002047,230000,3,line,,,,21592.0,,,,
4,93416192,54717885,230000-500000,,line,,,,71961.0,,,,
5,93174018,54674660,230000,3,line,60,,,19203.0,,,,
6,93174018,99446830,230000,3,line,60,Bethel - McLoughlin 230kV,Portland General Electric,57174.0,,,,
7,168640490,101108285,230000,3,line,60,,Idaho Power,41721.0,,,,
8,181510022,88615577,230000,3,line,60,,PacifiCorp,17183.0,,,,
9,181510022,128370036,230000,3,line,60,,PacifiCorp,16157.0,,,,
10,51777289,51756731,230000,3-6,line,60,,,10717.0,,,,
11,51777289,95813050,230000-115000,3-6,line,60,,,66380.0,,,,
12,51777289,51757617,230000-115000,3-6,line,60,,,16102.0,,,,
13,51777289,51541608,230000-115000,3-6,line,60,,,8422.0,,,,
14,181388952,101278685,230000,3,line,60,,,55800.0,,,,
15,181388952,181388972,230000,3,line,60,,,38098.0,,,,
16,181548172,181548182,230000,3,line,60,,,62192.0,,,,
17,181548172,101278685,230000,3,line,60,,,8479.0,,,,
18,55262606,95813050,230000,3-6,line,60,,,15231.0,,,,
19,55262606,181554549,230000,3-6,line,60,,,68395.0,,,,
20,55262606,181554503,230000,3-6,line,60,,,33706.0,,,,
21,102151065,102151068,230000,3-6,line,60,,,10979.0,,,,
22,102151065,99624752,230000,3-6,line,60,,,18822.0,,,,
23,101121560,101121557,230000,3-6,line,60,,,1823.0,,,,
24,181548182,181548170,230000,3,line,60,,,32003.0,,,,
25,88982424,88982442,230000,3,line,60,,,24324.0,,,,
26,88982424,94053280,230000,3,line,60,,,35202.0,,,,
27,88982424,167542899,230000,3,line,60,,,48110.0,,,,
28,181388954,183820297,230000-115000,3-6,line,60,,,31790.0,,,,
29,181388954,181388971,230000,3,line,60,,,47598.0,,,,
30,56027291,54717885,230000,3-6,line,,,,111089.0,,,,
31,56027291,169137767,230000,3,line,60,,PacifiCorp,49290.0,,,,
32,56027291,103095379,230000,3,line,,,,61845.0,,,,
33,56027291,422872606,230000,3,line,,,,1746.0,,,,
34,56027291,323391204,230000,3-6,line,,,,18962.0,,,,
35,56027291,56323697,230000,3,line,,,,27089.0,,,,
36,54051870,32333686,230000,3,line,60,-Parkdale,,97329.0,,,,
37,181510021,99446830,230000,3,line,60,,PacifiCorp,19278.0,,,,
38,181510021,177075524,230000,3,line,60,,PacifiCorp,23020.0,,,,
39,99450146,54717885,230000,,line,,,,45904.0,,,,
40,101108285,103121717,230000,3,line,60,,Idaho Power,33101.0,,,,
41,55975082,422872608,230000,,line,,,,1490.0,,,,
42,55975082,56392639,230000,3,line,,,,47296.0,,,,
43,181388971,101458605,230000,3,line,60,,,27997.0,,,,
44,181388972,101458605,230000,3,line,60,,,61189.0,,,,
45,101458605,101458606,230000,3,line,60,Dixonville 500 - Dixonville 230 230kV,PacifiCorp,2287.0,,,,
46,99446830,99446842,230000,3,line,60,Bethel - Round Butte 230kV,Portland General Electric,71008.0,,,,
47,99446830,32333686,230000,3,line,60,-Bethel - BPA Tie (Santiam) 230kV,,17800.0,,,,
48,99446830,54717885,230000,3-6,line,60,-Bethel - BPA Tie (Santiam) 230kV,,33124.0,,,,
49,99449566,100586555,230000,3,line,,,,8424.0,,,,
50,99449566,54717885,230000,,line,,,,37516.0,,,,
51,95813050,101289578,230000,3-6,line,60,,,30210.0,,,,
52,181544636,167542899,230000,3,line,60,,,72595.0,,,,
53,181544636,168003305,230000,3,line,60,,,45470.0,,,,
54,56392639,88982442,230000,3,line,60,,Bonneville Power Administration,70749.0,,,,
55,181388953,181388978,230000,3,line,60,,,13014.0,,,,
56,177075524,128370036,230000,3,line,60,,PacifiCorp,23670.0,,,,
57,181554503,181554505,230000,3,line,60,,,714.0,,,,
58,102537762,32333686,230000-115000,3-6,line,,,,17172.0,,,,
59,103095379,103121717,230000,3,line,,,,2257.0,,,,
60,181548170,168003305,230000,3,line,60,,,28233.0,,,,
61,169137879,169798774,230000,3,line,60,,,25866.0,,,,
62,99446842,88982442,230000,3,line,60,,Portland General Electric,38340.0,,,,
63,54675166,181559696,230000-115000,3-6,line,60,,,28841.0,,,,
64,54675166,54674660,230000,,line,,,,7948.0,,,,
65,54675166,51541608,230000,3-6,line,60,,,9034.0,,,,
66,93984381,168003305,230000,3,line,60,,PacifiCorp,55563.0,,,,
67,181559685,181559696,230000-115000,3,line,60,,,65879.0,,,,
68,100586555,99002047,230000,3,line,,,,66037.0,,,,
69,101289578,101289581,230000,3,line,,,,622.0,,,,
70,55975040,55975045,500000,,line,,,,1152.0,,,,
71,93416192,101458606,500000,,line,,,,20981.0,,,,
72,93416192,54717629,500000-230000,3,line,,,,32797.0,,,,
73,93174018,94885714,500000,,line,,,,14180.0,,,,
74,55975045,55972035,500000,3,line,60,,,30450.0,,,,
75,55975045,55975082,500000,3,line,,,,835.0,,,,
76,55975045,94885714,500000,3,line,60,Parkdale,,44659.0,,,,
77,55262606,51756731,500000,,line,60,,,68100.0,,,,
78,102151065,55972035,500000,3,line,60,,,121.0,,,,
79,56027291,353383090,500000,3-6,line,,,,23368.0,,,,
80,56027291,56024635,500000,3-6,line,,,,72007.0,,,,
81,94019612,94446414,500000,3,line,,,,72595.0,,,,
82,94019612,94053279,500000,3,line,,,Bonneville Power Administration,72365.0,,,,
83,94019612,93984381,500000,3,line,,,Bonneville Power Administration,73367.0,,,,
84,54051870,94885714,500000,3,line,,,,38281.0,,,,
85,101458606,101278685,500000,,line,,,,45113.0,,,,
86,99446842,94053279,500000,3,line,,,Portland General Electric,25060.0,,,,
87,56024635,54717629,500000,3-6,line,,,,145247.0,,,,
88,56024635,55972035,500000,3,line,60,,,48797.0,,,,
89,54717629,54717820,500000,3,line,,,,3901.0,,,,
90,54717629,55972035,500000,3,line,60,,,63741.0,,,,
91,54717629,99002047,500000,3,line,,,,39291.0,,,,
92,54717629,54674660,500000,3,line,,,,63291.0,,,,
93,55972035,419361408,500000,3,line,60,,,5624.0,,,,
94,55972035,94053279,500000,3,line,60,,Bonneville Power Administration,1241.0,,,,
95,94053279,93984381,500000,3,line,,-Path 66,Bonneville Power Administration,81653.0,,,,
96,94053279,93984357,500000,3-6,line,,,Bonneville Power Administration,75003.0,,,,
97,94885714,54674660,500000,,line,,,,31344.0,,,,
98,101278680,101278685,500000,3,line,,,PacifiCorp,74131.0,,,,
99,101278680,93984357,500000,3,line,,,PacifiCorp,42321.0,,,,
100,51756731,54674660,500000,,line,,,,29532.0,,,,
101,93984357,93984381,500000,3,line,,Path 66,,11443.0,,,,
