id,n1_id,n2_id,length,voltage
1,1,2,4796.12167169,230000
2,1,3,1798.91594832,230000
3,3,4,55404.8106608,230000
4,3,5,24697.0545906,230000
5,6,7,77309.908364,230000
6,6,8,21833.7388399,230000
7,9,10,478.220873061,230000
8,9,11,555.330030282,230000
9,9,12,243.939860524,230000
10,9,5,40520.7944288,230000
11,9,2,58914.898608,230000
12,13,5,27573.1081995,230000
13,13,14,11014.6958799,230000
14,13,2,28084.0496896,230000
15,15,16,60462.8349126,230000
16,15,17,180.787601199,230000
17,18,19,39703.8872685,230000
18,18,20,13828.5278875,230000
19,18,21,28652.2283018,230000
20,18,22,43769.7270688,230000
21,23,16,14895.7405659,230000
22,23,24,14911.5742878,230000
23,25,26,77341.3350436,230000
24,27,5,41748.6263292,230000
25,28,29,3999.05200137,230000
26,30,16,5322.78967707,230000
27,31,5,6935.96518566,230000
28,32,2,17583.7295675,230000
29,32,5,16347.0743948,230000
30,5,33,25270.457019,230000
31,5,2,21883.2968607,230000
32,5,34,17669.7239878,230000
33,22,35,12659.024386,230000
34,35,24,20849.6578025,230000
35,36,37,52647.7030904,345000
36,36,38,23365.8129411,345000
37,38,39,31138.4052054,345000
38,40,39,618.389832889,345000
39,41,6,59276.1057919,345000
40,41,42,57560.8409832,345000
41,39,42,31109.199591,345000
42,39,43,1911.68003002,345000
43,44,43,21170.3234835,345000
44,45,42,66557.0984974,345000
45,45,46,46093.6845624,345000
46,3,47,14259.0151,500000
47,3,2,902.308182952,500000
48,48,49,350.305568099,500000
49,5,50,21070.3041773,500000
50,5,51,77354.0711816,500000
51,35,52,43008.6364592,500000
52,52,51,8312.62084476,500000
53,53,51,55862.1119798,500000
54,50,2,2325.11860051,500000
55,51,54,556.797765131,500000
56,51,49,5041.13649366,500000
57,51,20,9561.76067486,500000
58,2,20,80544.3262076,500000
59,55,49,143.493795226,500000
