id,lon,lat,name,osm_id,voltage
1,11.8031424737,48.4552511809,None,232833796,220000
2,11.8076057102,48.4554268239,Zolling - Irsching,133342285,220000;110000
3,10.840869612,48.2380310296,Umspannwerk Oberottmarshausen,30613895,380000;220000;110000
4,10.0837513337,48.2688675073,Vöhringen LEW,31019937,380000;220000;110000
5,10.6412868212,48.0274512347,Umspannstation Irsingen,27200252,220000;110000
6,10.1949335147,47.9709369103,Umspannwerk Memmingen,25487161,220000;110000
7,10.321938008,47.6829663486,Schaltwerk Kempten,46766896,220000
8,10.2349196243,47.5587519057,Umspannwerk Rauhenzell,34414970,220000;110000
9,10.3633843212,47.7383368358,Schaltanlage Leupolz,57727006,380000;220000
10,13.0027821478,48.2619682898,Umspannwerk Simbach,91086220,220000
11,12.7508635976,48.1499964864,Solarpark Kollmann,167578660,None
12,12.2208353829,48.5857329999,Umspannwerk Altheim,77694901,220000;110000
13,13.1034346908,48.666792984,Umspannwerk Pleinting,24976300,380000;220000;110000
14,12.1504016939,49.0127518424,Umspannwerk Regensburg,29417741,220000
15,12.0822545112,49.2974477846,Schwandorf,28956649,380000;220000;110000
16,9.09051758008,49.9700413988,Umspannwerk Aschaffenburg,55069713,380000;220000;110000
17,9.59430166775,49.7984427368,Umspannwerk Trennfeld,24765111,220000;110000
18,10.8431178283,49.378692749,Umspannwerk Raitersaich,24705761,380000;220000;110000
19,11.3269542156,49.3934813535,Umspannwerk Ludersheim,133349218,220000;110000
20,11.7924138767,48.8382240604,Umspannwerk Sittling,24759324,220000;110000
21,11.5077306234,48.7611239976,Ingolstadt,24768051,380000;220000;110000
22,11.3704263115,48.2914922563,Umspannwerk Oberbachern,18629425,380000;220000;110000
23,11.2939727774,48.052042795,Umspannwerk Oberbrunn,24237879,220000;110000
24,11.8132329291,48.2212664672,Umspannwerk Neufinsing,24158385,220000;110000
25,13.7106901416,48.5193051796,Jochenstein,50729129,220000
26,13.4428542097,48.4345464156,Freiluftschaltanlage KW Schärding-Neuhaus,210191809,220000
27,10.319136562,47.6827365441,Umspannwerk Kempten-Au,90807341,220000;110000
28,12.1301906386,47.9131654927,Umspannwerk Marienberg,75865676,220000
29,11.8681563736,48.2068029366,Umspannwerk Ottenhofen,26245195,380000;220000
30,11.5824926114,48.7663093057,Kraftwerk Irsching,29122363,None
31,11.2777211004,47.4958727068,Umspannwerk Krün,68532663,220000;110000
32,10.1964916405,50.0279724388,Schweinfurt,276236628,220000;110000
33,10.1603033145,49.9891567449,Umspannwerk Bergrheinfeld,24715381,380000;220000;110000
34,12.1147699314,49.6311522412,Umspannwerk Etzenricht,29084374,380000;110000
35,11.8107025804,50.183765544,Umspannwerk Mechlenreuth,93341407,380000;220000;110000
36,12.7474625181,48.1487453565,Umspannwerk Pirach,91080806,220000;110000
37,11.5813705466,48.7648940898,Irsching,137602559,380000;220000;110000
38,10.1878290198,49.9812167065,Grafenrheinfeld,108797675,380000
39,10.8360157761,49.9280674467,Umspannwerk Oberhaid,24757833,380000
40,11.106734244,49.9790817287,Umspannwerk Würgau,24757393,None
41,10.9729039539,49.5585074186,Kriegenbrunn,28613721,380000;110000
42,11.193714369,50.1622021127,Umspannwerk Redwitz,24757392,380000;110000
43,10.6642589765,49.9799858961,Umspannwerk Eltmann,24758329,380000;110000
44,8.9587085975,50.0826078302,Umspannwerk Großkrotzenburg,42410916,380000;220000
45,10.7027320091,47.8264598353,Umspannwerk Bidingen Nr. 697 S,77038371,380000;110000
46,10.8675659336,48.5394691474,Station Meitingen,24652261,380000
47,10.9367289622,48.4013064847,Umspannwerk Lechhausen; Übernahmestation Lechhausen,53378027,380000;110000
48,10.8637616583,48.546823151,Umspannwerk Meitingen,76246159,380000;110000
49,12.2968837999,48.6069099381,Isar,77697810,380000
50,12.2945750051,48.6054195819,Kernkraftwerk Isar,23802422,None
51,12.8517451245,48.7632978483,Umspannwerk Plattling,78441561,380000;110000
52,10.0821573815,48.2660901923,Vöhringen Amprion,85523877,380000
53,10.401586908,48.5099297508,Gundremmingen,31019939,380000;110000
54,10.3917760727,48.518460911,Umspannwerk Gundelfingen,88945213,380000
55,11.6393121285,48.1787834522,Föhring,5404079,380000;110000
56,11.4407746694,48.171803589,Hauptumspannwerk Menzing,23907283,380000;110000
57,10.4012810962,48.5146095874,Kernkraftwerk Gundremmingen,31023006,None
